,nodes,edges,vocs
7475,4161.0,20767.0,76.0
9559,4161.0,20889.0,97.0
8604,4161.0,21052.0,88.0
7579,4161.0,20719.0,78.0
6849,4162.0,20980.0,69.0
6785,4162.0,20817.0,69.0
8910,4162.0,20974.0,91.0
7750,4162.0,20992.0,79.0
8794,4162.0,21012.0,90.0
9430,4162.0,21030.0,95.0
6259,4163.0,20900.0,64.0
8682,4163.0,21006.0,89.0
8302,4164.0,20441.0,84.0
9564,4164.0,20980.0,97.0
8210,4164.0,20927.0,84.0
6700,4165.0,20914.0,68.0
7059,4165.0,20684.0,71.0
9170,4165.0,20917.0,92.0
9735,4165.0,20990.0,99.0
9665,4165.0,20519.0,97.0
7575,4165.0,20881.0,76.0
8534,4165.0,21005.0,86.0
8192,4165.0,21005.0,83.0
5724,4166.0,20855.0,58.0
7369,4166.0,20914.0,75.0
7987,4166.0,20438.0,81.0
8946,4167.0,20609.0,91.0
8244,4168.0,21019.0,84.0
10036,4169.0,21094.0,101.0
9928,4169.0,21037.0,101.0
8833,4170.0,20560.0,90.0
8939,4170.0,21145.0,91.0
7213,4170.0,20523.0,73.0
9356,4170.0,20432.0,94.0
8376,4171.0,20874.0,85.0
7203,4172.0,20871.0,73.0
11484,4172.0,20640.0,116.0
6600,4173.0,20763.0,68.0
8512,4173.0,20691.0,86.0
8904,4173.0,21122.0,90.0
8293,4173.0,20879.0,84.0
8178,4173.0,20985.0,83.0
8465,4173.0,21174.0,86.0
7301,4174.0,20959.0,74.0
6203,4174.0,20932.0,64.0
10521,4174.0,21080.0,107.0
8018,4175.0,20485.0,82.0
8263,4175.0,20830.0,84.0
8402,4175.0,20845.0,85.0
9787,4175.0,20985.0,100.0
9500,4176.0,20715.0,96.0
8849,4176.0,20953.0,90.0
7249,4177.0,20902.0,73.0
8386,4178.0,21080.0,86.0
6730,4178.0,21085.0,69.0
6821,4178.0,20665.0,70.0
9437,4179.0,20784.0,96.0
10645,4179.0,20858.0,107.0
9704,4180.0,20686.0,98.0
5177,4180.0,21004.0,53.0
9192,4180.0,20905.0,94.0
8736,4180.0,21184.0,89.0
8521,4180.0,21191.0,87.0
8086,4181.0,21002.0,83.0
9562,4181.0,21127.0,96.0
10061,4181.0,21079.0,102.0
7539,4182.0,20921.0,76.0
8139,4182.0,20431.0,82.0
7275,4182.0,21044.0,74.0
8795,4182.0,21022.0,90.0
9140,4182.0,21072.0,93.0
5298,4183.0,20905.0,54.0
5818,4183.0,21066.0,59.0
9263,4183.0,20840.0,94.0
10364,4183.0,20764.0,105.0
6812,4183.0,20860.0,70.0
8021,4183.0,21188.0,82.0
7623,4184.0,21122.0,77.0
8541,4185.0,20854.0,87.0
9569,4186.0,21137.0,97.0
7752,4186.0,20947.0,79.0
10298,4186.0,20485.0,104.0
10361,4187.0,21186.0,105.0
7892,4187.0,20640.0,80.0
7870,4188.0,20956.0,80.0
7961,4188.0,21082.0,81.0
6086,4188.0,20634.0,62.0
7994,4188.0,21235.0,81.0
7319,4188.0,20777.0,75.0
8181,4188.0,21020.0,84.0
8734,4188.0,20671.0,88.0
9382,4188.0,21136.0,96.0
7409,4189.0,20727.0,76.0
7591,4189.0,21055.0,77.0
7808,4189.0,20868.0,80.0
8418,4190.0,20883.0,86.0
7229,4191.0,21074.0,73.0
8183,4191.0,20900.0,84.0
8830,4191.0,20896.0,90.0
7236,4191.0,20717.0,74.0
9266,4191.0,20988.0,94.0
9223,4192.0,21018.0,94.0
9107,4193.0,21267.0,93.0
8241,4193.0,20670.0,84.0
8358,4193.0,20794.0,85.0
8217,4194.0,20706.0,84.0
9166,4194.0,21226.0,93.0
9812,4194.0,20567.0,99.0
8901,4194.0,20518.0,91.0
11555,4194.0,21318.0,117.0
6643,4195.0,20947.0,68.0
8033,4195.0,21290.0,82.0
9898,4195.0,20766.0,101.0
9373,4195.0,21166.0,95.0
7432,4195.0,20867.0,75.0
6843,4196.0,20822.0,69.0
9605,4197.0,20549.0,97.0
9307,4197.0,21112.0,95.0
7839,4199.0,21125.0,79.0
8566,4199.0,21092.0,86.0
8400,4199.0,21123.0,86.0
8780,4199.0,21169.0,90.0
7785,4199.0,20869.0,80.0
9098,4199.0,20523.0,93.0
8283,4199.0,20869.0,85.0
7491,4199.0,20730.0,77.0
6580,4200.0,21045.0,67.0
10319,4200.0,21226.0,105.0
7418,4200.0,21141.0,76.0
6475,4200.0,21143.0,65.0
6778,4201.0,21017.0,70.0
6463,4201.0,21196.0,66.0
8032,4201.0,21126.0,81.0
10301,4201.0,20901.0,105.0
7879,4201.0,21244.0,80.0
6981,4202.0,20905.0,71.0
8692,4202.0,21013.0,89.0
8255,4202.0,20768.0,84.0
7995,4202.0,20658.0,81.0
7765,4202.0,21222.0,79.0
8642,4203.0,21098.0,88.0
8175,4203.0,21059.0,83.0
9037,4204.0,20956.0,92.0
9761,4204.0,20980.0,98.0
8123,4204.0,20957.0,83.0
8460,4204.0,21107.0,86.0
7858,4205.0,21237.0,79.0
5606,4205.0,21062.0,57.0
6239,4205.0,21112.0,63.0
9221,4206.0,21010.0,93.0
8961,4206.0,21034.0,90.0
9018,4206.0,21291.0,92.0
10028,4207.0,20814.0,102.0
9024,4207.0,21143.0,92.0
9030,4207.0,20785.0,92.0
9021,4207.0,20796.0,92.0
8893,4207.0,21105.0,91.0
7636,4207.0,21045.0,77.0
8625,4207.0,20719.0,88.0
9432,4208.0,21173.0,95.0
9111,4208.0,21168.0,93.0
7371,4209.0,20899.0,74.0
9234,4209.0,21061.0,93.0
9091,4209.0,21048.0,93.0
8373,4209.0,21117.0,84.0
8675,4209.0,20649.0,87.0
8705,4210.0,21345.0,89.0
8144,4211.0,20796.0,82.0
8591,4211.0,21196.0,88.0
9240,4211.0,21139.0,94.0
9106,4211.0,20719.0,93.0
7531,4212.0,20999.0,76.0
8747,4212.0,21278.0,89.0
11121,4212.0,20986.0,113.0
8958,4212.0,21031.0,91.0
7263,4213.0,21135.0,73.0
8480,4213.0,21176.0,86.0
8842,4213.0,21174.0,90.0
6684,4213.0,21079.0,68.0
7174,4213.0,21087.0,73.0
7402,4214.0,21139.0,76.0
9510,4215.0,21306.0,97.0
9147,4215.0,21058.0,93.0
8399,4215.0,20970.0,85.0
9054,4215.0,20975.0,92.0
7863,4216.0,21230.0,79.0
8759,4216.0,20749.0,89.0
7313,4217.0,21239.0,75.0
7613,4217.0,20963.0,77.0
8432,4217.0,21172.0,86.0
9993,4218.0,21108.0,102.0
8257,4218.0,20935.0,84.0
9009,4218.0,21204.0,92.0
7959,4218.0,21185.0,80.0
9666,4219.0,21236.0,98.0
8673,4219.0,21143.0,88.0
7555,4220.0,21226.0,77.0
7398,4220.0,21326.0,76.0
8223,4221.0,20927.0,84.0
7146,4221.0,21024.0,73.0
9001,4221.0,21365.0,91.0
7184,4222.0,20889.0,73.0
6322,4223.0,21001.0,64.0
7437,4223.0,21000.0,76.0
7534,4223.0,21073.0,77.0
7401,4223.0,21093.0,75.0
7348,4223.0,21091.0,75.0
7552,4223.0,20803.0,77.0
6978,4224.0,21191.0,71.0
9075,4224.0,21228.0,91.0
9551,4224.0,21286.0,97.0
7908,4226.0,21338.0,81.0
6534,4226.0,20996.0,67.0
9754,4227.0,21265.0,99.0
9471,4227.0,21264.0,96.0
8800,4227.0,21078.0,90.0
9511,4228.0,21326.0,97.0
8772,4228.0,21121.0,89.0
8041,4229.0,20862.0,81.0
8430,4230.0,21190.0,86.0
8457,4230.0,21108.0,86.0
6317,4230.0,20980.0,64.0
9844,4231.0,21379.0,100.0
8514,4231.0,20943.0,87.0
8206,4231.0,21120.0,84.0
8215,4231.0,21311.0,84.0
9007,4231.0,21371.0,91.0
7891,4231.0,20943.0,80.0
8423,4231.0,21352.0,86.0
7477,4232.0,21297.0,77.0
8571,4232.0,21121.0,87.0
6355,4232.0,20858.0,65.0
9157,4233.0,21375.0,93.0
10179,4233.0,20836.0,104.0
6556,4233.0,21239.0,67.0
9479,4233.0,20909.0,97.0
8409,4233.0,21382.0,85.0
9276,4234.0,21292.0,95.0
9798,4234.0,20814.0,100.0
9676,4234.0,21096.0,99.0
5723,4234.0,21283.0,59.0
7900,4235.0,21172.0,81.0
10242,4236.0,21414.0,104.0
8573,4236.0,21251.0,87.0
7826,4236.0,21263.0,79.0
8593,4236.0,21283.0,87.0
6040,4237.0,21056.0,61.0
9427,4237.0,20858.0,95.0
8831,4237.0,21336.0,90.0
5101,4237.0,21201.0,53.0
9097,4238.0,20973.0,92.0
8497,4239.0,21198.0,87.0
10381,4239.0,21180.0,106.0
10282,4239.0,21461.0,104.0
7816,4239.0,21393.0,80.0
6067,4240.0,21094.0,62.0
9067,4240.0,21439.0,92.0
9029,4240.0,21090.0,91.0
8586,4240.0,21240.0,88.0
9313,4241.0,21379.0,94.0
7265,4241.0,21246.0,73.0
10570,4241.0,21383.0,107.0
8603,4242.0,20896.0,88.0
9607,4242.0,20859.0,97.0
8160,4242.0,21260.0,82.0
7324,4243.0,21401.0,75.0
8331,4243.0,21190.0,85.0
7878,4243.0,21074.0,81.0
8836,4243.0,21216.0,90.0
9309,4244.0,21264.0,95.0
8369,4244.0,21264.0,85.0
7943,4244.0,21114.0,81.0
8275,4244.0,21318.0,83.0
7150,4244.0,21412.0,73.0
6640,4244.0,21077.0,68.0
7063,4244.0,21262.0,72.0
8152,4245.0,21422.0,83.0
8883,4245.0,21293.0,91.0
6105,4245.0,21382.0,63.0
8237,4245.0,21356.0,84.0
10530,4246.0,21357.0,107.0
7081,4246.0,21048.0,73.0
7862,4247.0,21099.0,80.0
8956,4247.0,20994.0,91.0
9504,4247.0,21427.0,96.0
7271,4248.0,21014.0,74.0
7568,4248.0,21259.0,77.0
11175,4248.0,21059.0,113.0
9023,4248.0,21226.0,92.0
8676,4248.0,21551.0,88.0
9658,4248.0,21576.0,97.0
8156,4248.0,21441.0,83.0
7761,4248.0,21447.0,78.0
8221,4249.0,21289.0,83.0
7525,4249.0,21029.0,77.0
8474,4249.0,21211.0,85.0
9532,4250.0,21305.0,97.0
7898,4250.0,21142.0,81.0
8469,4250.0,21157.0,86.0
9768,4250.0,21476.0,99.0
10039,4251.0,21307.0,102.0
7218,4251.0,21287.0,74.0
7385,4252.0,21360.0,76.0
7668,4252.0,21196.0,78.0
7654,4252.0,21354.0,78.0
7029,4252.0,21305.0,71.0
7151,4252.0,21199.0,73.0
10058,4252.0,21454.0,101.0
7180,4252.0,21385.0,74.0
8080,4253.0,21345.0,82.0
8492,4253.0,21280.0,87.0
9163,4253.0,21042.0,93.0
7699,4253.0,21246.0,79.0
8170,4253.0,21374.0,83.0
7730,4253.0,21384.0,79.0
7929,4253.0,21300.0,80.0
8900,4254.0,21173.0,90.0
7197,4254.0,21297.0,74.0
10102,4254.0,21376.0,103.0
8846,4255.0,21295.0,89.0
8701,4256.0,21285.0,88.0
8277,4256.0,21361.0,84.0
8854,4256.0,21462.0,89.0
7446,4257.0,21415.0,75.0
8548,4257.0,21155.0,87.0
8412,4257.0,21406.0,86.0
8105,4258.0,21441.0,82.0
10737,4258.0,21566.0,109.0
8375,4258.0,21430.0,84.0
8607,4258.0,21450.0,88.0
9116,4258.0,21509.0,93.0
9533,4259.0,21001.0,97.0
10906,4259.0,21459.0,110.0
9399,4259.0,21392.0,95.0
9349,4259.0,20938.0,95.0
10667,4260.0,21135.0,108.0
6646,4260.0,21271.0,67.0
9870,4260.0,21431.0,100.0
7818,4260.0,21583.0,79.0
8529,4260.0,21289.0,86.0
9484,4261.0,21502.0,96.0
8997,4261.0,21442.0,92.0
8298,4261.0,21410.0,84.0
8487,4261.0,21473.0,86.0
8730,4262.0,21321.0,89.0
7945,4262.0,21430.0,80.0
10145,4262.0,21105.0,103.0
9652,4263.0,20938.0,97.0
8476,4263.0,21037.0,87.0
7583,4264.0,21356.0,77.0
9083,4264.0,21466.0,93.0
9902,4264.0,21547.0,101.0
8638,4264.0,21439.0,88.0
8169,4264.0,21585.0,83.0
10120,4265.0,21023.0,102.0
8300,4265.0,21120.0,85.0
9677,4265.0,20907.0,99.0
9237,4265.0,20982.0,93.0
9102,4265.0,21308.0,93.0
6929,4266.0,21434.0,71.0
9141,4266.0,21369.0,93.0
9494,4266.0,21220.0,97.0
8694,4266.0,21372.0,89.0
9204,4267.0,21659.0,93.0
8944,4267.0,21434.0,91.0
9208,4267.0,21479.0,93.0
8091,4267.0,21193.0,83.0
7768,4268.0,21144.0,78.0
9146,4268.0,21503.0,93.0
6886,4268.0,21391.0,71.0
7351,4269.0,21320.0,75.0
7362,4269.0,21482.0,74.0
8162,4269.0,21546.0,83.0
10130,4269.0,21470.0,103.0
9789,4269.0,21627.0,100.0
9966,4269.0,21469.0,101.0
7859,4270.0,21436.0,80.0
10972,4270.0,21426.0,111.0
10463,4270.0,21441.0,106.0
8096,4271.0,21548.0,82.0
8993,4271.0,21342.0,92.0
9728,4271.0,21309.0,99.0
8212,4271.0,20962.0,83.0
6807,4272.0,21202.0,69.0
8635,4273.0,21148.0,88.0
7042,4273.0,21279.0,71.0
7448,4273.0,21492.0,76.0
10969,4273.0,21394.0,111.0
6344,4273.0,21405.0,64.0
8052,4274.0,21394.0,82.0
8182,4275.0,21415.0,83.0
6255,4275.0,21451.0,63.0
8153,4275.0,21384.0,82.0
10015,4276.0,21129.0,102.0
9287,4276.0,21282.0,95.0
7288,4276.0,21233.0,75.0
6650,4277.0,21229.0,67.0
7633,4277.0,21329.0,78.0
8290,4277.0,21160.0,84.0
7462,4277.0,21219.0,76.0
7511,4277.0,21421.0,76.0
7195,4277.0,21356.0,73.0
6518,4277.0,21425.0,67.0
9729,4278.0,21394.0,99.0
9128,4278.0,21164.0,93.0
6290,4279.0,21491.0,64.0
11204,4279.0,21133.0,114.0
10963,4280.0,20956.0,111.0
7309,4280.0,21285.0,75.0
9454,4280.0,21546.0,96.0
10810,4280.0,21311.0,109.0
9387,4281.0,21587.0,96.0
8447,4281.0,21292.0,85.0
7173,4282.0,21417.0,72.0
9272,4282.0,21563.0,94.0
7802,4282.0,21504.0,79.0
9906,4282.0,21341.0,101.0
9336,4282.0,21580.0,95.0
9796,4282.0,21450.0,100.0
10456,4282.0,21430.0,106.0
8307,4283.0,21338.0,85.0
8413,4283.0,21592.0,85.0
8549,4283.0,21395.0,87.0
7650,4284.0,21506.0,78.0
9191,4285.0,21573.0,93.0
8171,4285.0,21442.0,83.0
8504,4285.0,21314.0,87.0
8840,4286.0,21631.0,90.0
10119,4286.0,21416.0,103.0
8067,4286.0,21624.0,81.0
9553,4287.0,21616.0,97.0
8827,4288.0,21488.0,89.0
7177,4288.0,21236.0,74.0
9842,4288.0,21475.0,99.0
9536,4288.0,21147.0,97.0
10075,4289.0,21607.0,102.0
10940,4290.0,21717.0,111.0
10756,4291.0,21101.0,109.0
8718,4291.0,21494.0,89.0
9514,4291.0,21087.0,97.0
8532,4291.0,21573.0,86.0
8016,4292.0,21553.0,82.0
9640,4292.0,21493.0,98.0
7052,4292.0,21357.0,72.0
6861,4292.0,21510.0,69.0
9939,4292.0,21064.0,101.0
9281,4293.0,21469.0,94.0
9899,4294.0,21088.0,101.0
9819,4294.0,21477.0,100.0
8558,4295.0,21687.0,86.0
11218,4295.0,21666.0,114.0
7074,4295.0,21300.0,72.0
9196,4295.0,21457.0,93.0
10499,4295.0,21709.0,107.0
9781,4295.0,21184.0,100.0
9033,4295.0,21509.0,92.0
11191,4296.0,21715.0,114.0
7421,4296.0,21623.0,75.0
7109,4296.0,21246.0,72.0
8385,4297.0,21758.0,85.0
7638,4297.0,21338.0,78.0
7087,4297.0,21500.0,72.0
9248,4298.0,21214.0,94.0
8208,4298.0,21448.0,84.0
6617,4298.0,21427.0,67.0
9233,4298.0,21407.0,94.0
8516,4298.0,21658.0,87.0
6690,4298.0,21270.0,69.0
8999,4298.0,21393.0,92.0
8131,4299.0,21520.0,83.0
7312,4300.0,21583.0,75.0
9265,4300.0,21660.0,93.0
8872,4300.0,21380.0,90.0
9778,4300.0,21512.0,99.0
7688,4300.0,21700.0,79.0
5721,4300.0,21465.0,58.0
9130,4301.0,21270.0,93.0
10096,4301.0,21239.0,103.0
9690,4301.0,21741.0,99.0
6341,4301.0,21539.0,65.0
8996,4302.0,21089.0,92.0
7827,4303.0,21358.0,80.0
7041,4303.0,21405.0,71.0
11122,4303.0,21753.0,113.0
9411,4304.0,21595.0,96.0
9420,4304.0,21095.0,96.0
9294,4304.0,21603.0,94.0
9361,4305.0,21685.0,94.0
6545,4305.0,21554.0,67.0
9483,4305.0,21582.0,97.0
8103,4305.0,21442.0,82.0
8452,4306.0,21188.0,86.0
10368,4307.0,21655.0,105.0
8122,4308.0,21589.0,82.0
9152,4308.0,21302.0,93.0
10192,4309.0,21640.0,104.0
5319,4309.0,21512.0,54.0
7497,4310.0,21391.0,76.0
7479,4310.0,21372.0,77.0
8094,4310.0,21603.0,82.0
7364,4311.0,21642.0,74.0
8536,4311.0,21258.0,87.0
7975,4311.0,21601.0,80.0
8750,4311.0,21248.0,89.0
10207,4312.0,21480.0,104.0
8751,4312.0,21676.0,89.0
6945,4313.0,21651.0,71.0
7192,4313.0,21567.0,74.0
7840,4313.0,21594.0,80.0
9013,4313.0,21781.0,92.0
10422,4314.0,21693.0,106.0
8898,4314.0,21339.0,90.0
8719,4314.0,21647.0,89.0
8387,4314.0,21560.0,86.0
9884,4314.0,21542.0,100.0
8038,4314.0,21523.0,81.0
9271,4315.0,21683.0,94.0
8081,4315.0,21529.0,83.0
9167,4315.0,21678.0,92.0
11408,4316.0,21377.0,116.0
9015,4316.0,21242.0,92.0
8272,4316.0,21633.0,84.0
11346,4317.0,21844.0,115.0
9746,4317.0,21311.0,99.0
9506,4317.0,21520.0,97.0
7965,4317.0,21759.0,80.0
8378,4317.0,21665.0,86.0
7603,4318.0,21704.0,78.0
7581,4319.0,21570.0,77.0
8659,4319.0,21131.0,88.0
6805,4319.0,21395.0,70.0
9663,4319.0,21727.0,97.0
8805,4320.0,21711.0,90.0
8462,4320.0,21321.0,85.0
9867,4320.0,21623.0,99.0
10470,4320.0,21302.0,106.0
9617,4320.0,21527.0,98.0
9456,4320.0,21512.0,96.0
9817,4321.0,21832.0,100.0
7809,4321.0,21661.0,79.0
8544,4321.0,21618.0,87.0
7821,4321.0,21401.0,79.0
9964,4321.0,21508.0,100.0
9070,4321.0,21734.0,92.0
12100,4323.0,21392.0,123.0
8166,4323.0,21437.0,82.0
8282,4323.0,21570.0,85.0
7007,4323.0,21426.0,71.0
7977,4323.0,21569.0,82.0
7746,4324.0,21442.0,79.0
7238,4324.0,21600.0,73.0
9627,4324.0,21504.0,98.0
8249,4324.0,21620.0,83.0
7927,4324.0,21608.0,81.0
9378,4325.0,21308.0,96.0
9692,4325.0,21297.0,99.0
9794,4325.0,21748.0,100.0
7894,4326.0,21568.0,80.0
9589,4327.0,21273.0,98.0
9006,4327.0,21275.0,91.0
7625,4327.0,21768.0,77.0
9678,4327.0,21748.0,98.0
7388,4327.0,21580.0,75.0
8227,4327.0,21727.0,84.0
9193,4327.0,21368.0,94.0
8588,4327.0,21645.0,88.0
9680,4328.0,21458.0,99.0
9073,4328.0,21832.0,92.0
8259,4328.0,21853.0,83.0
8655,4328.0,21953.0,88.0
8231,4329.0,21752.0,84.0
9071,4329.0,21745.0,92.0
7979,4329.0,21706.0,82.0
10334,4330.0,21810.0,105.0
8634,4330.0,21755.0,87.0
7764,4331.0,21732.0,79.0
6698,4331.0,21726.0,68.0
9740,4332.0,21697.0,98.0
10088,4332.0,21730.0,103.0
9550,4333.0,21421.0,97.0
6995,4333.0,21626.0,71.0
9302,4333.0,21396.0,95.0
8917,4334.0,21809.0,91.0
8746,4334.0,21834.0,89.0
7789,4334.0,21645.0,79.0
9258,4334.0,21779.0,94.0
6743,4334.0,21525.0,68.0
8892,4334.0,21628.0,91.0
8903,4335.0,21866.0,91.0
7290,4335.0,21695.0,74.0
6664,4335.0,21503.0,68.0
7389,4335.0,21472.0,75.0
8947,4335.0,21463.0,91.0
9602,4336.0,21519.0,98.0
7530,4336.0,21674.0,77.0
9354,4338.0,21273.0,95.0
9505,4338.0,21411.0,97.0
6810,4338.0,21739.0,69.0
10496,4338.0,21887.0,107.0
8431,4339.0,21672.0,85.0
8256,4339.0,21889.0,84.0
9629,4340.0,21340.0,97.0
9933,4340.0,21782.0,101.0
9648,4340.0,21818.0,98.0
10965,4340.0,21857.0,111.0
7451,4341.0,21722.0,75.0
9840,4341.0,21614.0,100.0
7621,4341.0,21870.0,78.0
9391,4341.0,21200.0,96.0
10722,4343.0,22015.0,109.0
9253,4343.0,21849.0,94.0
10501,4343.0,21874.0,107.0
7112,4344.0,21837.0,72.0
9719,4344.0,21867.0,98.0
9591,4344.0,21915.0,98.0
8861,4344.0,21640.0,90.0
6917,4344.0,21791.0,70.0
8583,4345.0,21761.0,88.0
10793,4346.0,21671.0,109.0
7495,4346.0,21650.0,76.0
7098,4347.0,21594.0,73.0
9269,4347.0,21854.0,94.0
6814,4347.0,21686.0,70.0
8914,4348.0,21672.0,91.0
10420,4348.0,21771.0,106.0
9383,4348.0,21983.0,96.0
10210,4348.0,21679.0,103.0
8826,4348.0,21809.0,90.0
5959,4349.0,21864.0,60.0
8817,4350.0,21946.0,89.0
9611,4350.0,21880.0,98.0
8132,4350.0,21794.0,83.0
8039,4350.0,21833.0,82.0
9574,4350.0,21461.0,97.0
9672,4351.0,21865.0,98.0
8658,4352.0,21786.0,88.0
9739,4353.0,21852.0,98.0
9057,4353.0,21897.0,92.0
8451,4354.0,21598.0,86.0
9353,4354.0,21873.0,95.0
8066,4355.0,21733.0,82.0
8356,4355.0,21848.0,84.0
7998,4355.0,21592.0,81.0
6992,4356.0,21665.0,72.0
8455,4356.0,21765.0,86.0
8726,4356.0,21862.0,89.0
9489,4356.0,21984.0,97.0
9292,4357.0,21573.0,95.0
8955,4357.0,21759.0,91.0
9159,4358.0,21961.0,92.0
10715,4358.0,21944.0,109.0
7337,4358.0,21554.0,75.0
9856,4358.0,22040.0,99.0
8988,4358.0,21900.0,91.0
6495,4358.0,21700.0,66.0
8579,4359.0,21723.0,88.0
9985,4359.0,21840.0,102.0
9653,4359.0,21898.0,98.0
8828,4360.0,21900.0,89.0
7660,4360.0,21897.0,77.0
9546,4360.0,21840.0,97.0
8990,4360.0,21684.0,92.0
7792,4360.0,21778.0,80.0
9235,4362.0,21997.0,93.0
7198,4363.0,21853.0,74.0
7597,4363.0,21924.0,77.0
9851,4363.0,21767.0,100.0
8104,4365.0,21723.0,83.0
9841,4365.0,21918.0,100.0
10711,4366.0,22009.0,109.0
11638,4366.0,21615.0,118.0
8986,4367.0,21774.0,92.0
10113,4367.0,21826.0,102.0
8138,4367.0,21888.0,83.0
9425,4367.0,21842.0,96.0
7757,4367.0,21758.0,79.0
8145,4368.0,21848.0,82.0
7749,4368.0,21651.0,78.0
8580,4368.0,21995.0,88.0
9733,4368.0,21971.0,98.0
11245,4368.0,21797.0,113.0
10278,4368.0,21797.0,105.0
7721,4369.0,21825.0,78.0
9335,4370.0,21995.0,95.0
8814,4370.0,22010.0,89.0
8787,4370.0,21556.0,89.0
9561,4370.0,21971.0,97.0
8881,4370.0,21455.0,91.0
10148,4370.0,22074.0,103.0
8017,4371.0,21902.0,81.0
6212,4371.0,21928.0,63.0
10020,4371.0,21838.0,102.0
8680,4371.0,21897.0,88.0
10032,4372.0,22048.0,102.0
8031,4372.0,21705.0,81.0
7020,4373.0,21636.0,72.0
9370,4373.0,21820.0,94.0
9871,4373.0,21805.0,100.0
8743,4374.0,21887.0,88.0
9943,4374.0,21843.0,100.0
9641,4375.0,21892.0,98.0
9626,4376.0,22034.0,98.0
9040,4376.0,21809.0,92.0
9118,4376.0,22072.0,93.0
6772,4377.0,21740.0,68.0
9482,4377.0,21782.0,96.0
7535,4378.0,21973.0,77.0
10775,4378.0,22060.0,109.0
8416,4378.0,21685.0,86.0
8426,4378.0,22007.0,85.0
7669,4378.0,21666.0,77.0
8271,4379.0,21950.0,83.0
10076,4379.0,21827.0,103.0
8048,4379.0,21927.0,81.0
7921,4380.0,22021.0,81.0
9730,4380.0,21697.0,98.0
7663,4380.0,22015.0,77.0
7553,4380.0,21858.0,76.0
9912,4381.0,22036.0,101.0
8756,4381.0,22166.0,88.0
9308,4381.0,22125.0,94.0
9074,4382.0,21524.0,92.0
10045,4382.0,21466.0,102.0
10604,4382.0,22034.0,108.0
8001,4382.0,21912.0,82.0
7349,4383.0,22060.0,75.0
9642,4383.0,22010.0,97.0
8064,4383.0,21725.0,81.0
10138,4383.0,21947.0,103.0
8560,4384.0,21808.0,86.0
9267,4384.0,21892.0,94.0
9100,4384.0,21626.0,92.0
8372,4384.0,22170.0,85.0
7399,4384.0,21887.0,76.0
8084,4385.0,21999.0,83.0
9445,4385.0,21795.0,96.0
10056,4385.0,22175.0,102.0
9099,4385.0,22153.0,93.0
8202,4385.0,21889.0,83.0
9186,4386.0,22021.0,94.0
10272,4386.0,21989.0,103.0
9869,4386.0,21948.0,99.0
7772,4386.0,21745.0,78.0
7123,4386.0,22055.0,72.0
9160,4386.0,21982.0,93.0
9327,4387.0,21999.0,94.0
6883,4387.0,22027.0,71.0
10367,4388.0,21916.0,105.0
8657,4389.0,22049.0,87.0
9282,4389.0,21901.0,95.0
7924,4389.0,21788.0,80.0
10759,4389.0,22118.0,109.0
7256,4389.0,22034.0,73.0
7216,4389.0,21780.0,73.0
10315,4390.0,22202.0,105.0
10147,4391.0,21518.0,103.0
9874,4391.0,21817.0,99.0
10232,4393.0,22181.0,103.0
8595,4393.0,22178.0,87.0
8699,4393.0,22028.0,89.0
8985,4393.0,21574.0,91.0
9968,4394.0,21574.0,100.0
7544,4395.0,21918.0,77.0
7434,4395.0,22021.0,76.0
10330,4395.0,21955.0,105.0
8755,4397.0,22083.0,88.0
8472,4397.0,22104.0,85.0
8119,4397.0,22008.0,82.0
7877,4399.0,21885.0,81.0
11115,4399.0,22125.0,113.0
8188,4399.0,22037.0,84.0
8391,4399.0,21955.0,86.0
9381,4400.0,21855.0,96.0
8235,4400.0,22031.0,84.0
9413,4400.0,22071.0,95.0
9088,4401.0,22093.0,93.0
7126,4402.0,21994.0,72.0
8005,4403.0,22052.0,82.0
9777,4404.0,22033.0,100.0
8711,4404.0,22082.0,89.0
7693,4404.0,22209.0,79.0
7417,4405.0,21749.0,76.0
6464,4406.0,21976.0,66.0
9206,4407.0,22133.0,94.0
8974,4407.0,22061.0,91.0
8748,4407.0,22112.0,88.0
8252,4408.0,21994.0,84.0
8690,4408.0,22061.0,89.0
9810,4408.0,22130.0,100.0
7051,4408.0,21851.0,72.0
9109,4408.0,22147.0,93.0
9324,4408.0,22080.0,94.0
8964,4408.0,22022.0,91.0
10286,4408.0,22283.0,105.0
8517,4409.0,21952.0,86.0
9501,4409.0,21910.0,97.0
9035,4410.0,22160.0,91.0
7834,4410.0,22185.0,79.0
8633,4410.0,21645.0,88.0
10698,4410.0,22031.0,108.0
9977,4411.0,22118.0,102.0
9573,4411.0,22157.0,97.0
9848,4411.0,22200.0,99.0
9202,4412.0,22087.0,94.0
9960,4412.0,21956.0,101.0
8906,4412.0,22274.0,90.0
9687,4412.0,22202.0,99.0
10178,4412.0,22147.0,104.0
8716,4413.0,22093.0,89.0
7940,4414.0,22207.0,80.0
5897,4414.0,22136.0,61.0
8715,4414.0,22105.0,88.0
8158,4414.0,22112.0,83.0
10663,4415.0,21724.0,108.0
9423,4415.0,21966.0,95.0
8879,4416.0,22098.0,91.0
8977,4416.0,22370.0,91.0
8334,4416.0,22016.0,85.0
10948,4417.0,22112.0,111.0
8437,4417.0,21765.0,86.0
8965,4417.0,22036.0,90.0
10893,4417.0,22062.0,111.0
