,indegree,outdegree,edges
7444,5.0064,5.0064,16406.0
9283,5.0064,5.0064,25117.0
2982,5.0064,5.0064,8616.0
5015,5.0064,5.0064,13282.0
5916,5.0064,5.0064,16491.0
10342,5.0065,5.0065,24837.0
11048,5.0065,5.0065,23811.0
10010,5.0065,5.0065,25263.0
5874,5.0065,5.0065,13818.0
5582,5.0066,5.0066,14419.0
4263,5.0066,5.0066,10654.0
7637,5.0066,5.0066,20447.0
1901,5.0066,5.0066,7565.0
5212,5.0066,5.0066,11375.0
9938,5.0066,5.0066,23526.0
8339,5.0066,5.0066,23676.0
9581,5.0066,5.0066,23441.0
11439,5.0066,5.0066,25679.0
2792,5.0066,5.0066,9137.0
8621,5.0066,5.0066,20372.0
7840,5.0067,5.0067,21594.0
6545,5.0067,5.0067,21554.0
2621,5.0067,5.0067,6724.0
9566,5.0067,5.0067,23952.0
9893,5.0067,5.0067,24528.0
9555,5.0067,5.0067,25244.0
10393,5.0067,5.0067,25369.0
2839,5.0067,5.0067,8957.0
10489,5.0067,5.0067,24698.0
5457,5.0067,5.0067,18009.0
6894,5.0068,5.0068,18345.0
10969,5.0068,5.0068,21394.0
139,5.0068,5.0068,741.0
1,5.0068,5.0068,741.0
12226,5.0068,5.0068,25835.0
8214,5.0068,5.0068,23587.0
4743,5.0069,5.0069,15191.0
7886,5.0069,5.0069,22371.0
11389,5.0069,5.0069,24108.0
9226,5.0069,5.0069,23137.0
9547,5.0069,5.0069,24794.0
7698,5.0069,5.0069,23132.0
9769,5.0069,5.0069,23903.0
3370,5.0069,5.0069,17329.0
8051,5.0069,5.0069,20373.0
2527,5.0069,5.0069,13023.0
8235,5.007,5.007,22031.0
1949,5.007,5.007,7881.0
11468,5.007,5.007,24269.0
6500,5.007,5.007,19367.0
10773,5.007,5.007,25155.0
9225,5.007,5.007,20719.0
8963,5.007,5.007,22992.0
11759,5.007,5.007,25175.0
5524,5.007,5.007,17965.0
3666,5.007,5.007,14325.0
10408,5.007,5.007,25180.0
8438,5.007,5.007,22176.0
2014,5.007,5.007,8582.0
5663,5.0071,5.0071,12753.0
11279,5.0071,5.0071,24595.0
10420,5.0071,5.0071,21771.0
11918,5.0071,5.0071,25551.0
285,5.0071,5.0071,2824.0
9957,5.0071,5.0071,24019.0
6679,5.0071,5.0071,18917.0
2274,5.0071,5.0071,8522.0
4250,5.0071,5.0071,12778.0
10110,5.0072,5.0072,24896.0
10165,5.0072,5.0072,22382.0
3762,5.0072,5.0072,15342.0
4676,5.0072,5.0072,19478.0
11014,5.0072,5.0072,24345.0
7248,5.0072,5.0072,18727.0
11172,5.0072,5.0072,23013.0
9241,5.0072,5.0072,20775.0
9982,5.0072,5.0072,23659.0
11401,5.0072,5.0072,23789.0
7616,5.0072,5.0072,20134.0
7340,5.0072,5.0072,22878.0
8048,5.0073,5.0073,21927.0
7962,5.0073,5.0073,24000.0
4780,5.0073,5.0073,20660.0
7563,5.0073,5.0073,19894.0
10138,5.0073,5.0073,21947.0
3042,5.0073,5.0073,9654.0
13152,5.0073,5.0073,26614.0
10962,5.0073,5.0073,23910.0
2522,5.0073,5.0073,8242.0
9345,5.0073,5.0073,23374.0
11054,5.0074,5.0074,24221.0
11203,5.0074,5.0074,25698.0
9528,5.0074,5.0074,23575.0
13664,5.0074,5.0074,26354.0
9772,5.0074,5.0074,24491.0
10185,5.0074,5.0074,25768.0
1739,5.0074,5.0074,8122.0
10745,5.0074,5.0074,24206.0
11228,5.0074,5.0074,23635.0
5665,5.0074,5.0074,15618.0
9878,5.0074,5.0074,24987.0
13174,5.0075,5.0075,25994.0
10587,5.0075,5.0075,23510.0
7218,5.0075,5.0075,21287.0
3536,5.0075,5.0075,10711.0
10284,5.0075,5.0075,23911.0
1056,5.0075,5.0075,6635.0
10001,5.0075,5.0075,23425.0
10768,5.0076,5.0076,24532.0
5011,5.0076,5.0076,15829.0
12521,5.0076,5.0076,25554.0
4053,5.0076,5.0076,11793.0
4180,5.0076,5.0076,15248.0
12816,5.0076,5.0076,26185.0
6654,5.0076,5.0076,19099.0
2277,5.0076,5.0076,7261.0
3956,5.0077,5.0077,10411.0
3434,5.0077,5.0077,14282.0
12807,5.0077,5.0077,26170.0
9227,5.0077,5.0077,23271.0
6389,5.0077,5.0077,17627.0
11419,5.0077,5.0077,24122.0
9640,5.0077,5.0077,21493.0
7476,5.0077,5.0077,16210.0
848,5.0077,5.0077,5819.0
2315,5.0077,5.0077,7156.0
10312,5.0077,5.0077,23386.0
11875,5.0077,5.0077,24693.0
9774,5.0077,5.0077,23316.0
9575,5.0077,5.0077,24147.0
11675,5.0078,5.0078,25049.0
4694,5.0078,5.0078,12144.0
11842,5.0078,5.0078,24498.0
1420,5.0078,5.0078,5163.0
1435,5.0078,5.0078,5113.0
11189,5.0078,5.0078,24393.0
6093,5.0078,5.0078,15474.0
7624,5.0078,5.0078,19946.0
6341,5.0079,5.0079,21539.0
1875,5.0079,5.0079,7607.0
9033,5.0079,5.0079,21509.0
8715,5.0079,5.0079,22105.0
7559,5.0079,5.0079,19561.0
1687,5.0079,5.0079,7592.0
9266,5.0079,5.0079,20988.0
12919,5.0079,5.0079,26071.0
7390,5.0079,5.0079,16486.0
11889,5.008,5.008,23743.0
4077,5.008,5.008,11864.0
3633,5.008,5.008,10617.0
7396,5.008,5.008,19972.0
8359,5.008,5.008,20122.0
5069,5.008,5.008,15029.0
7566,5.008,5.008,23042.0
8649,5.0081,5.0081,22997.0
11059,5.0081,5.0081,22862.0
12259,5.0081,5.0081,24590.0
8740,5.0081,5.0081,18655.0
7609,5.0081,5.0081,19271.0
9801,5.0081,5.0081,22346.0
5066,5.0081,5.0081,19146.0
11398,5.0081,5.0081,24234.0
10869,5.0081,5.0081,24770.0
7224,5.0082,5.0082,19457.0
9842,5.0082,5.0082,21475.0
813,5.0082,5.0082,3656.0
1021,5.0082,5.0082,4863.0
6263,5.0082,5.0082,14003.0
5111,5.0082,5.0082,12150.0
1336,5.0082,5.0082,4913.0
7929,5.0082,5.0082,21300.0
3675,5.0082,5.0082,11008.0
12915,5.0082,5.0082,26383.0
1279,5.0083,5.0083,4212.0
8583,5.0083,5.0083,21761.0
6441,5.0083,5.0083,16227.0
9707,5.0083,5.0083,22828.0
10137,5.0083,5.0083,25242.0
9696,5.0083,5.0083,23008.0
1186,5.0083,5.0083,4838.0
2668,5.0083,5.0083,10888.0
4232,5.0083,5.0083,12070.0
741,5.0083,5.0083,3020.0
1099,5.0083,5.0083,5459.0
2584,5.0083,5.0083,7232.0
7407,5.0084,5.0084,20359.0
13254,5.0084,5.0084,26219.0
7511,5.0084,5.0084,21421.0
6153,5.0084,5.0084,18456.0
7583,5.0084,5.0084,21356.0
9703,5.0084,5.0084,24346.0
1573,5.0084,5.0084,4162.0
4244,5.0084,5.0084,15436.0
8005,5.0084,5.0084,22052.0
2114,5.0084,5.0084,9501.0
9824,5.0084,5.0084,25753.0
4623,5.0084,5.0084,16062.0
9250,5.0085,5.0085,24226.0
2287,5.0085,5.0085,7623.0
4160,5.0085,5.0085,16453.0
11767,5.0085,5.0085,24877.0
12382,5.0085,5.0085,25203.0
9740,5.0085,5.0085,21697.0
12884,5.0085,5.0085,25949.0
8891,5.0085,5.0085,23590.0
2864,5.0086,5.0086,8725.0
1189,5.0086,5.0086,5815.0
3277,5.0086,5.0086,11610.0
9983,5.0086,5.0086,24487.0
3942,5.0086,5.0086,12792.0
11739,5.0086,5.0086,24347.0
7198,5.0087,5.0087,21853.0
8243,5.0087,5.0087,20250.0
9084,5.0087,5.0087,22915.0
10612,5.0087,5.0087,24262.0
2600,5.0087,5.0087,12607.0
7381,5.0087,5.0087,20100.0
9829,5.0087,5.0087,24127.0
12839,5.0087,5.0087,25780.0
8410,5.0087,5.0087,24202.0
148,5.0087,5.0087,1728.0
5606,5.0088,5.0088,21062.0
4618,5.0088,5.0088,13153.0
1530,5.0088,5.0088,6276.0
12264,5.0088,5.0088,26141.0
1605,5.0089,5.0089,5049.0
9143,5.0089,5.0089,22590.0
4508,5.0089,5.0089,15122.0
3881,5.0089,5.0089,11816.0
5693,5.0089,5.0089,11851.0
7944,5.009,5.009,18989.0
6092,5.009,5.009,17336.0
5176,5.009,5.009,15037.0
8100,5.009,5.009,22150.0
12792,5.009,5.009,26212.0
10633,5.009,5.009,23823.0
9924,5.009,5.009,22886.0
8234,5.009,5.009,22140.0
10671,5.009,5.009,22285.0
12622,5.0091,5.0091,25957.0
9324,5.0091,5.0091,22080.0
11838,5.0091,5.0091,25211.0
11193,5.0091,5.0091,24209.0
7829,5.0091,5.0091,20828.0
11317,5.0091,5.0091,24665.0
2389,5.0091,5.0091,7694.0
10146,5.0091,5.0091,23187.0
9141,5.0091,5.0091,21369.0
3077,5.0091,5.0091,15458.0
10736,5.0091,5.0091,25426.0
7550,5.0091,5.0091,23092.0
11581,5.0091,5.0091,26002.0
8718,5.0091,5.0091,21494.0
13004,5.0091,5.0091,25957.0
5328,5.0091,5.0091,16465.0
13427,5.0092,5.0092,26243.0
4989,5.0092,5.0092,18489.0
9546,5.0092,5.0092,21840.0
7079,5.0092,5.0092,18514.0
10504,5.0092,5.0092,23909.0
11241,5.0092,5.0092,24024.0
6208,5.0092,5.0092,19080.0
13618,5.0092,5.0092,26709.0
12066,5.0092,5.0092,25041.0
11559,5.0093,5.0093,23689.0
9796,5.0093,5.0093,21450.0
8063,5.0093,5.0093,19862.0
11855,5.0093,5.0093,25362.0
6802,5.0093,5.0093,16661.0
708,5.0093,5.0093,5400.0
7917,5.0093,5.0093,19446.0
2217,5.0094,5.0094,7444.0
6518,5.0094,5.0094,21425.0
10616,5.0094,5.0094,25463.0
8586,5.0094,5.0094,21240.0
12691,5.0094,5.0094,25548.0
4990,5.0094,5.0094,10650.0
6344,5.0094,5.0094,21405.0
8182,5.0094,5.0094,21415.0
8188,5.0095,5.0095,22037.0
4266,5.0095,5.0095,14307.0
8430,5.0095,5.0095,21190.0
8158,5.0095,5.0095,22112.0
2086,5.0096,5.0096,7279.0
4203,5.0096,5.0096,12579.0
10486,5.0096,5.0096,24056.0
7681,5.0096,5.0096,20324.0
8925,5.0096,5.0096,23064.0
8102,5.0096,5.0096,19778.0
10624,5.0096,5.0096,24502.0
8680,5.0096,5.0096,21897.0
86,5.0096,5.0096,2094.0
2128,5.0096,5.0096,5711.0
3692,5.0096,5.0096,11482.0
7265,5.0097,5.0097,21246.0
8226,5.0097,5.0097,24878.0
6694,5.0097,5.0097,20114.0
694,5.0097,5.0097,3597.0
4647,5.0097,5.0097,14408.0
9011,5.0097,5.0097,23250.0
13350,5.0097,5.0097,26276.0
2073,5.0097,5.0097,6207.0
12475,5.0097,5.0097,26236.0
10200,5.0098,5.0098,23596.0
2524,5.0098,5.0098,9684.0
5533,5.0098,5.0098,17950.0
8694,5.0098,5.0098,21372.0
6110,5.0098,5.0098,18882.0
12314,5.0098,5.0098,24443.0
1495,5.0098,5.0098,6628.0
4375,5.0098,5.0098,13326.0
7775,5.0098,5.0098,20385.0
1415,5.0098,5.0098,5125.0
2483,5.0098,5.0098,9689.0
9932,5.0099,5.0099,23767.0
10602,5.0099,5.0099,24749.0
8857,5.0099,5.0099,20701.0
3154,5.0099,5.0099,10631.0
10700,5.0099,5.0099,25270.0
8490,5.0099,5.0099,22304.0
12442,5.0099,5.0099,25215.0
7063,5.0099,5.0099,21262.0
9972,5.0099,5.0099,24218.0
6303,5.0099,5.0099,19318.0
4872,5.0099,5.0099,13206.0
12896,5.01,5.01,26082.0
9149,5.01,5.01,23567.0
11411,5.01,5.01,25115.0
3651,5.01,5.01,10035.0
9236,5.01,5.01,23497.0
7999,5.01,5.01,22986.0
8322,5.01,5.01,23557.0
8788,5.01,5.01,19103.0
8467,5.0101,5.0101,19915.0
5985,5.0101,5.0101,16789.0
8185,5.0101,5.0101,22856.0
9168,5.0101,5.0101,23337.0
9737,5.0101,5.0101,22716.0
10356,5.0101,5.0101,25326.0
9323,5.0101,5.0101,22355.0
8132,5.0101,5.0101,21794.0
5242,5.0101,5.0101,14354.0
6280,5.0101,5.0101,19835.0
12936,5.0102,5.0102,25592.0
7108,5.0102,5.0102,15672.0
3496,5.0102,5.0102,9830.0
10003,5.0102,5.0102,24570.0
13316,5.0102,5.0102,26574.0
8959,5.0102,5.0102,23012.0
6057,5.0102,5.0102,17611.0
3647,5.0102,5.0102,11243.0
9985,5.0103,5.0103,21840.0
1006,5.0103,5.0103,4860.0
1376,5.0103,5.0103,5862.0
5120,5.0103,5.0103,19861.0
6670,5.0103,5.0103,17080.0
7316,5.0103,5.0103,20392.0
9508,5.0103,5.0103,22391.0
2746,5.0103,5.0103,10677.0
11019,5.0103,5.0103,24350.0
10753,5.0104,5.0104,25042.0
8221,5.0104,5.0104,21289.0
9309,5.0104,5.0104,21264.0
9917,5.0104,5.0104,23524.0
11371,5.0104,5.0104,25112.0
1982,5.0104,5.0104,7235.0
1924,5.0104,5.0104,6273.0
8369,5.0104,5.0104,21264.0
8545,5.0105,5.0105,23289.0
8175,5.0105,5.0105,21059.0
9366,5.0105,5.0105,22948.0
9360,5.0105,5.0105,24697.0
6250,5.0105,5.0105,17687.0
3985,5.0105,5.0105,17106.0
7434,5.0105,5.0105,22021.0
10789,5.0105,5.0105,23970.0
9392,5.0105,5.0105,24827.0
6962,5.0105,5.0105,20072.0
1917,5.0105,5.0105,7646.0
6416,5.0105,5.0105,18669.0
3362,5.0105,5.0105,11409.0
8651,5.0105,5.0105,19546.0
8749,5.0106,5.0106,20313.0
13467,5.0106,5.0106,26541.0
11061,5.0106,5.0106,24602.0
5282,5.0106,5.0106,13288.0
7029,5.0106,5.0106,21305.0
9165,5.0106,5.0106,19762.0
12307,5.0106,5.0106,25148.0
5966,5.0106,5.0106,17417.0
12687,5.0107,5.0107,25344.0
6580,5.0107,5.0107,21045.0
7374,5.0107,5.0107,20529.0
207,5.0107,5.0107,1408.0
7975,5.0107,5.0107,21601.0
958,5.0107,5.0107,3738.0
7148,5.0107,5.0107,22894.0
8495,5.0107,5.0107,23034.0
2763,5.0107,5.0107,11700.0
11352,5.0107,5.0107,23816.0
5970,5.0108,5.0108,16180.0
3132,5.0108,5.0108,9741.0
3175,5.0108,5.0108,15779.0
9718,5.0108,5.0108,24052.0
5038,5.0108,5.0108,9731.0
5893,5.0108,5.0108,20339.0
8017,5.0108,5.0108,21902.0
8896,5.0109,5.0109,22484.0
1479,5.0109,5.0109,6434.0
10991,5.0109,5.0109,23406.0
12203,5.0109,5.0109,24824.0
4025,5.0109,5.0109,16546.0
7358,5.0109,5.0109,18330.0
4188,5.0109,5.0109,15108.0
9847,5.0109,5.0109,22429.0
7513,5.011,5.011,19969.0
3010,5.011,5.011,9566.0
7763,5.011,5.011,20535.0
987,5.011,5.011,3197.0
5868,5.011,5.011,13675.0
9974,5.011,5.011,23266.0
290,5.011,5.011,907.0
792,5.011,5.011,2726.0
12497,5.011,5.011,24173.0
2632,5.0111,5.0111,6314.0
10688,5.0111,5.0111,24885.0
12000,5.0111,5.0111,25326.0
2377,5.0111,5.0111,7216.0
2208,5.0111,5.0111,6750.0
5863,5.0111,5.0111,19448.0
1127,5.0111,5.0111,4530.0
3445,5.0111,5.0111,9516.0
12152,5.0111,5.0111,25391.0
3788,5.0111,5.0111,10829.0
2700,5.0111,5.0111,8579.0
9210,5.0111,5.0111,23377.0
9078,5.0112,5.0112,20606.0
11761,5.0112,5.0112,25166.0
12662,5.0112,5.0112,26439.0
5797,5.0112,5.0112,19258.0
1065,5.0112,5.0112,4460.0
8827,5.0112,5.0112,21488.0
7326,5.0113,5.0113,20787.0
12067,5.0113,5.0113,25197.0
7429,5.0113,5.0113,23087.0
5601,5.0113,5.0113,18111.0
6810,5.0113,5.0113,21739.0
6353,5.0113,5.0113,20421.0
12398,5.0113,5.0113,25623.0
4485,5.0113,5.0113,10183.0
11818,5.0113,5.0113,25728.0
6034,5.0114,5.0114,17179.0
5559,5.0114,5.0114,18963.0
8673,5.0114,5.0114,21143.0
11657,5.0114,5.0114,25042.0
6015,5.0114,5.0114,18006.0
3062,5.0114,5.0114,13656.0
8122,5.0114,5.0114,21589.0
6896,5.0114,5.0114,20201.0
10526,5.0114,5.0114,22927.0
7230,5.0114,5.0114,18076.0
8148,5.0114,5.0114,19369.0
2201,5.0114,5.0114,5267.0
154,5.0115,5.0115,2180.0
7011,5.0115,5.0115,19695.0
12218,5.0115,5.0115,25654.0
10620,5.0115,5.0115,23880.0
7953,5.0115,5.0115,18768.0
8397,5.0115,5.0115,22582.0
429,5.0115,5.0115,2170.0
6230,5.0115,5.0115,14799.0
7219,5.0115,5.0115,23078.0
1610,5.0115,5.0115,4796.0
661,5.0115,5.0115,3062.0
7883,5.0115,5.0115,20081.0
9174,5.0115,5.0115,23103.0
9860,5.0116,5.0116,23750.0
8341,5.0116,5.0116,22392.0
11630,5.0116,5.0116,25865.0
6861,5.0116,5.0116,21510.0
7919,5.0117,5.0117,22237.0
11542,5.0117,5.0117,24452.0
4552,5.0117,5.0117,19260.0
9947,5.0117,5.0117,22688.0
2052,5.0117,5.0117,6841.0
8222,5.0117,5.0117,22633.0
6661,5.0117,5.0117,17110.0
5827,5.0118,5.0118,20303.0
4951,5.0118,5.0118,13998.0
9579,5.0118,5.0118,22573.0
4758,5.0118,5.0118,15311.0
8160,5.0118,5.0118,21260.0
5914,5.0119,5.0119,15111.0
6062,5.0119,5.0119,13036.0
9160,5.0119,5.0119,21982.0
1284,5.0119,5.0119,5483.0
6886,5.0119,5.0119,21391.0
3556,5.0119,5.0119,13101.0
8503,5.0119,5.0119,22689.0
7155,5.0119,5.0119,18574.0
13733,5.0119,5.0119,26628.0
7632,5.0119,5.0119,16469.0
5774,5.012,5.012,14590.0
749,5.012,5.012,2501.0
796,5.012,5.012,4170.0
508,5.012,5.012,3774.0
5781,5.012,5.012,12906.0
5852,5.012,5.012,17532.0
6483,5.012,5.012,20459.0
6581,5.0121,5.0121,17863.0
8138,5.0121,5.0121,21888.0
2923,5.0121,5.0121,10390.0
9708,5.0121,5.0121,23592.0
6047,5.0122,5.0122,13132.0
13267,5.0122,5.0122,24329.0
10039,5.0122,5.0122,21307.0
10733,5.0123,5.0123,22851.0
8272,5.0123,5.0123,21633.0
11236,5.0123,5.0123,24089.0
8094,5.0123,5.0123,21603.0
9066,5.0123,5.0123,23252.0
9616,5.0123,5.0123,23959.0
4363,5.0123,5.0123,9408.0
2428,5.0123,5.0123,7734.0
7766,5.0123,5.0123,18395.0
581,5.0123,5.0123,4085.0
9122,5.0124,5.0124,22611.0
10692,5.0124,5.0124,23087.0
1232,5.0124,5.0124,4050.0
6485,5.0124,5.0124,17764.0
2051,5.0124,5.0124,6877.0
3723,5.0125,5.0125,8792.0
11783,5.0125,5.0125,24812.0
4441,5.0125,5.0125,16431.0
11221,5.0126,5.0126,24637.0
8271,5.0126,5.0126,21950.0
9961,5.0126,5.0126,23399.0
11900,5.0126,5.0126,23905.0
12646,5.0126,5.0126,24572.0
9311,5.0126,5.0126,22306.0
7810,5.0126,5.0126,22652.0
9396,5.0126,5.0126,23845.0
6851,5.0126,5.0126,18717.0
12063,5.0126,5.0126,25775.0
6461,5.0127,5.0127,15845.0
10937,5.0127,5.0127,23996.0
8261,5.0127,5.0127,20131.0
1596,5.0127,5.0127,8321.0
10543,5.0127,5.0127,23379.0
8784,5.0127,5.0127,23244.0
2503,5.0127,5.0127,9083.0
5053,5.0128,5.0128,17595.0
2273,5.0128,5.0128,8998.0
427,5.0128,5.0128,2346.0
941,5.0128,5.0128,3905.0
4896,5.0128,5.0128,14066.0
11114,5.0128,5.0128,23821.0
7523,5.0128,5.0128,19956.0
5857,5.0128,5.0128,14933.0
11659,5.0129,5.0129,25566.0
9314,5.0129,5.0129,24067.0
8513,5.0129,5.0129,19801.0
5664,5.0129,5.0129,18247.0
9113,5.0129,5.0129,22453.0
9532,5.0129,5.0129,21305.0
12916,5.013,5.013,25125.0
2655,5.013,5.013,7725.0
2105,5.013,5.013,7735.0
8037,5.013,5.013,20067.0
10072,5.013,5.013,23877.0
6723,5.013,5.013,20087.0
10346,5.013,5.013,23516.0
8966,5.013,5.013,22739.0
7809,5.013,5.013,21661.0
3340,5.013,5.013,10437.0
10078,5.013,5.013,22298.0
8760,5.0131,5.0131,24825.0
9558,5.0131,5.0131,22614.0
5731,5.0131,5.0131,17581.0
2741,5.0131,5.0131,7244.0
11669,5.0131,5.0131,26088.0
9822,5.0131,5.0131,24038.0
9946,5.0132,5.0132,22424.0
7341,5.0132,5.0132,19782.0
9483,5.0132,5.0132,21582.0
4130,5.0132,5.0132,15917.0
7788,5.0132,5.0132,24274.0
8623,5.0132,5.0132,22399.0
4351,5.0133,5.0133,11330.0
8023,5.0133,5.0133,23026.0
9462,5.0133,5.0133,22314.0
5595,5.0134,5.0134,20585.0
7575,5.0134,5.0134,20881.0
11488,5.0134,5.0134,25007.0
11037,5.0135,5.0135,23699.0
1923,5.0135,5.0135,5921.0
7728,5.0135,5.0135,19633.0
10161,5.0135,5.0135,23473.0
7160,5.0135,5.0135,17868.0
10558,5.0135,5.0135,23368.0
10272,5.0135,5.0135,21989.0
10554,5.0135,5.0135,23824.0
11106,5.0136,5.0136,25414.0
1892,5.0136,5.0136,7360.0
6928,5.0136,5.0136,17287.0
754,5.0136,5.0136,5545.0
8228,5.0136,5.0136,23539.0
2111,5.0136,5.0136,9195.0
8232,5.0136,5.0136,20696.0
9010,5.0136,5.0136,22481.0
5453,5.0136,5.0136,17332.0
10707,5.0136,5.0136,24030.0
6460,5.0136,5.0136,19864.0
10063,5.0136,5.0136,23955.0
4313,5.0137,5.0137,14971.0
1794,5.0137,5.0137,3670.0
9585,5.0137,5.0137,25189.0
3674,5.0137,5.0137,9882.0
1711,5.0137,5.0137,5846.0
2375,5.0137,5.0137,14971.0
11300,5.0137,5.0137,24522.0
10317,5.0137,5.0137,23108.0
10388,5.0137,5.0137,22998.0
16,5.0137,5.0137,1459.0
11146,5.0137,5.0137,23108.0
5753,5.0137,5.0137,14625.0
9223,5.0138,5.0138,21018.0
2786,5.0138,5.0138,8744.0
6770,5.0138,5.0138,16300.0
1747,5.0138,5.0138,5826.0
3269,5.0138,5.0138,8017.0
9757,5.0138,5.0138,23324.0
1076,5.0138,5.0138,7275.0
12221,5.0138,5.0138,25159.0
8114,5.0139,5.0139,20572.0
12425,5.0139,5.0139,24929.0
2465,5.0139,5.0139,6478.0
6134,5.0139,5.0139,19163.0
6998,5.014,5.014,14310.0
10376,5.014,5.014,22483.0
9522,5.014,5.014,23200.0
2888,5.014,5.014,13613.0
8711,5.0141,5.0141,22082.0
89,5.0141,5.0141,2136.0
7979,5.0141,5.0141,21706.0
7492,5.0141,5.0141,19510.0
8602,5.0142,5.0142,16211.0
5229,5.0142,5.0142,13769.0
8127,5.0142,5.0142,19365.0
11071,5.0142,5.0142,25006.0
1966,5.0142,5.0142,4252.0
1675,5.0142,5.0142,6338.0
11517,5.0142,5.0142,25006.0
1627,5.0142,5.0142,5987.0
1312,5.0142,5.0142,4252.0
11528,5.0142,5.0142,24790.0
4200,5.0143,5.0143,16482.0
9977,5.0143,5.0143,22118.0
8699,5.0143,5.0143,22028.0
7428,5.0143,5.0143,19997.0
3966,5.0143,5.0143,15113.0
11661,5.0143,5.0143,24219.0
5378,5.0143,5.0143,16808.0
6946,5.0143,5.0143,18558.0
4954,5.0144,5.0144,9432.0
10641,5.0144,5.0144,22605.0
7331,5.0144,5.0144,18774.0
11397,5.0144,5.0144,24365.0
5831,5.0144,5.0144,18127.0
12041,5.0144,5.0144,23748.0
5746,5.0144,5.0144,12907.0
11361,5.0144,5.0144,24380.0
9951,5.0144,5.0144,22906.0
10153,5.0144,5.0144,22610.0
8923,5.0145,5.0145,22179.0
6316,5.0145,5.0145,17601.0
3381,5.0145,5.0145,8670.0
5400,5.0145,5.0145,16984.0
10438,5.0145,5.0145,24576.0
1896,5.0145,5.0145,5882.0
5585,5.0145,5.0145,15951.0
6875,5.0145,5.0145,16267.0
6959,5.0146,5.0146,19933.0
3853,5.0146,5.0146,13354.0
10428,5.0146,5.0146,24341.0
8616,5.0146,5.0146,23679.0
9327,5.0146,5.0146,21999.0
9764,5.0146,5.0146,23724.0
8157,5.0146,5.0146,23057.0
8835,5.0146,5.0146,20254.0
4149,5.0146,5.0146,15500.0
11197,5.0147,5.0147,24567.0
6346,5.0147,5.0147,15731.0
6853,5.0147,5.0147,22817.0
7856,5.0147,5.0147,23855.0
10606,5.0147,5.0147,23594.0
10081,5.0148,5.0148,24317.0
12134,5.0148,5.0148,25751.0
7576,5.0148,5.0148,22637.0
9630,5.0149,5.0149,23856.0
1368,5.0149,5.0149,9097.0
306,5.0149,5.0149,3360.0
6203,5.0149,5.0149,20932.0
7787,5.0149,5.0149,22893.0
10535,5.015,5.015,23350.0
5897,5.015,5.015,22136.0
7336,5.015,5.015,20025.0
10336,5.015,5.015,24709.0
5761,5.015,5.015,18746.0
9756,5.015,5.015,22668.0
1037,5.015,5.015,3340.0
8937,5.015,5.015,22362.0
9472,5.015,5.015,23124.0
7127,5.015,5.015,19398.0
11755,5.015,5.015,25396.0
3761,5.0151,5.0151,15632.0
11593,5.0151,5.0151,25622.0
9303,5.0151,5.0151,23280.0
10112,5.0151,5.0151,22212.0
9515,5.0151,5.0151,22277.0
1069,5.0151,5.0151,6309.0
4242,5.0151,5.0151,12653.0
5928,5.0151,5.0151,19308.0
1486,5.0152,5.0152,4619.0
8238,5.0152,5.0152,18426.0
2784,5.0152,5.0152,8887.0
5569,5.0152,5.0152,13521.0
5447,5.0152,5.0152,16851.0
5317,5.0152,5.0152,18145.0
1191,5.0152,5.0152,5607.0
2665,5.0152,5.0152,8882.0
11087,5.0152,5.0152,23381.0
1426,5.0153,5.0153,6570.0
11174,5.0153,5.0153,22629.0
3176,5.0153,5.0153,10788.0
12021,5.0153,5.0153,26305.0
9197,5.0153,5.0153,22253.0
1009,5.0153,5.0153,3942.0
9816,5.0153,5.0153,20628.0
6291,5.0153,5.0153,16410.0
6113,5.0154,5.0154,16285.0
8578,5.0154,5.0154,16004.0
10593,5.0154,5.0154,24450.0
4123,5.0154,5.0154,16952.0
9188,5.0154,5.0154,23076.0
9720,5.0154,5.0154,22208.0
8088,5.0154,5.0154,24029.0
12561,5.0154,5.0154,24099.0
9823,5.0155,5.0155,22595.0
7053,5.0155,5.0155,20042.0
12445,5.0155,5.0155,24957.0
5492,5.0155,5.0155,16170.0
1652,5.0155,5.0155,12594.0
7700,5.0155,5.0155,20769.0
3079,5.0156,5.0156,10307.0
1383,5.0156,5.0156,5793.0
10474,5.0156,5.0156,25008.0
10453,5.0156,5.0156,24486.0
8888,5.0156,5.0156,22540.0
11364,5.0156,5.0156,24817.0
9592,5.0157,5.0157,22295.0
6266,5.0157,5.0157,19491.0
11240,5.0157,5.0157,24933.0
1883,5.0157,5.0157,9239.0
3285,5.0157,5.0157,10829.0
11017,5.0157,5.0157,24532.0
3348,5.0157,5.0157,9269.0
6098,5.0157,5.0157,19441.0
11340,5.0157,5.0157,24642.0
12626,5.0157,5.0157,22726.0
936,5.0158,5.0158,4133.0
12537,5.0158,5.0158,25671.0
10095,5.0158,5.0158,22240.0
11247,5.0158,5.0158,24688.0
5877,5.0158,5.0158,17415.0
7267,5.0158,5.0158,20269.0
8059,5.0158,5.0158,22892.0
9520,5.0158,5.0158,23750.0
10156,5.0158,5.0158,22235.0
8826,5.0159,5.0159,21809.0
7896,5.0159,5.0159,20796.0
8569,5.0159,5.0159,20525.0
10494,5.0159,5.0159,23344.0
11432,5.0159,5.0159,23625.0
10206,5.0159,5.0159,22772.0
711,5.0159,5.0159,2518.0
12888,5.0159,5.0159,23996.0
