,name,smiles,inchi
4639,ACLOOA,[O-][O+]=C(C)CO,"InChI=1S/C3H6O3/c1-3(2-4)6-5/h4H,2H2,1H3"
4640,NBUACETAO,CC([O])CCOC(=O)C,"InChI=1S/C6H11O3/c1-5(7)3-4-9-6(2)8/h5H,3-4H2,1-2H3"
4641,INANCHO,O=CC(C)(ON(=O)=O)C(O)CON(=O)=O,"InChI=1S/C5H8N2O8/c1-5(3-8,15-7(12)13)4(9)2-14-6(10)11/h3-4,9H,2H2,1H3"
4642,PROL2FORM,CC(O)COC=O,"InChI=1S/C4H8O3/c1-4(6)2-7-3-5/h3-4,6H,2H2,1H3"
4643,MIBKAOHBO2,[O]OCC(C)(O)CC(=O)C,"InChI=1S/C6H11O4/c1-5(7)3-6(2,8)4-10-9/h8H,3-4H2,1-2H3"
4644,ETBECCO3H,OOC(=O)COC(C)(C)C,"InChI=1S/C6H12O4/c1-6(2,3)9-4-5(7)10-8/h8H,4H2,1-3H3"
4645,C4CO2OOH,OOC(C=O)C(=O)C,"InChI=1S/C4H6O4/c1-3(6)4(2-5)8-7/h2,4,7H,1H3"
4646,PBZMUCOOH,CCCC(=O)C(OO)C(O)C1OC1C=O,"InChI=1S/C9H14O6/c1-2-3-5(11)8(15-13)7(12)9-6(4-10)14-9/h4,6-9,12-13H,2-3H2,1H3"
4647,PET1OOH,OOc1cc(C)ccc1CC,"InChI=1S/C9H12O2/c1-3-8-5-4-7(2)6-9(8)11-10/h4-6,10H,3H2,1-2H3"
4648,C95O,CCCC(=O)C(=O)C([O])C(=O)CC,"InChI=1S/C9H13O4/c1-3-5-7(11)9(13)8(12)6(10)4-2/h8H,3-5H2,1-2H3"
4649,EPXM2C4DAL,O=CC1(C)OC1(C)C=O,"InChI=1S/C6H8O3/c1-5(3-7)6(2,4-8)9-5/h3-4H,1-2H3"
4650,C312COPAN,O=CC(=O)CC(=O)OON(=O)=O,"InChI=1S/C4H3NO7/c6-2-3(7)1-4(8)11-12-5(9)10/h2H,1H2"
4651,C6CO3OH5O2,[O]OC(C)C(=O)CC(C)O,"InChI=1S/C6H11O4/c1-4(7)3-6(8)5(2)10-9/h4-5,7H,3H2,1-2H3"
4652,HOC3H6CO2H,OCCCC(=O)O,"InChI=1S/C4H8O3/c5-3-1-2-4(6)7/h5H,1-3H2,(H,6,7)"
4653,M3BU2OLNO3,O=N(=O)OCC(O)C(C)C,"InChI=1S/C5H11NO4/c1-4(2)5(7)3-10-6(8)9/h4-5,7H,3H2,1-2H3"
4654,C7OHCO2CO3,CCC(=CC(=O)O[O])C(=O)C(O)C=O,"InChI=1S/C8H9O6/c1-2-5(3-7(11)14-13)8(12)6(10)4-9/h3-4,6,10H,2H2,1H3"
4655,C721CHO,O=CC1CC(C(=O)O)C1(C)C,"InChI=1S/C8H12O3/c1-8(2)5(4-9)3-6(8)7(10)11/h4-6H,3H2,1-2H3,(H,10,11)"
4656,CHOCOMOXO2,[O]OCOC(=O)C=O,"InChI=1S/C3H3O5/c4-1-3(5)7-2-8-6/h1H,2H2"
4657,NC4OO,OCC(ON(=O)=O)C(=[O+][O-])C,"InChI=1S/C4H7NO6/c1-3(11-9)4(2-6)10-5(7)8/h4,6H,2H2,1H3"
4658,MC4CODBPAN,O=N(=O)OOC(=O)C=C(C)C(=O)C,"InChI=1S/C6H7NO6/c1-4(5(2)8)3-6(9)12-13-7(10)11/h3H,1-2H3"
4659,HM33C3CO3,OCCC(C)(C)C(=O)O[O],"InChI=1S/C6H11O4/c1-6(2,3-4-7)5(8)10-9/h7H,3-4H2,1-2H3"
4660,OETLMUCCO3,CC1(OC1(CC)C(=O)O[O])C=CC=O,"InChI=1S/C9H11O5/c1-3-9(7(11)13-12)8(2,14-9)5-4-6-10/h4-6H,3H2,1-2H3"
4661,CHOC4OOH,OOCCCCC=O,"InChI=1S/C5H10O3/c6-4-2-1-3-5-8-7/h4,7H,1-3,5H2"
4662,C58AO2,[O]OC(C(CO)(O)C)C=O,"InChI=1S/C5H9O5/c1-5(8,3-7)4(2-6)10-9/h2,4,7-8H,3H2,1H3"
4663,DIIPRETHER,CC(C)OC(C)C,"InChI=1S/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3"
4664,ACO3,[O]OC(=O)C=C,"InChI=1S/C3H3O3/c1-2-3(4)6-5/h2H,1H2"
4665,PBN,CCCC(=O)OON(=O)=O,"InChI=1S/C4H7NO5/c1-2-3-4(6)9-10-5(7)8/h2-3H2,1H3"
4666,C5CO2OHPAN,O=CC(O)C(=O)C=CC(=O)OON(=O)=O,"InChI=1S/C6H5NO8/c8-3-5(10)4(9)1-2-6(11)14-15-7(12)13/h1-3,5,10H"
4667,H2,,
4668,CO25C74O,CCC(=O)C([O])CC(=O)C,"InChI=1S/C7H11O3/c1-3-6(9)7(10)4-5(2)8/h7H,3-4H2,1-2H3"
4669,M3F,Cc1cocc1,"InChI=1S/C5H6O/c1-5-2-3-6-4-5/h2-4H,1H3"
4670,H1MC5NO3,OCCC(C)C(C)ON(=O)=O,"InChI=1S/C6H13NO4/c1-5(3-4-8)6(2)11-7(9)10/h5-6,8H,3-4H2,1-2H3"
4671,C613OOH,OCC(OO)C(C)(O)C(=O)C,"InChI=1S/C6H12O5/c1-4(8)6(2,9)5(3-7)11-10/h5,7,9-10H,3H2,1-2H3"
4672,C7CO2DCO3H,O=CC(=O)C=C(CC)C(=O)OO,"InChI=1S/C7H8O5/c1-2-5(7(10)12-11)3-6(9)4-8/h3-4,11H,2H2,1H3"
4673,C530OOH,O=CCC(OO)(CO)C,"InChI=1S/C5H10O4/c1-5(4-7,9-8)2-3-6/h3,7-8H,2,4H2,1H3"
4674,ECATEC1OOH,CCc1cccc(O)c1OO,"InChI=1S/C8H10O3/c1-2-6-4-3-5-7(9)8(6)11-10/h3-5,9-10H,2H2,1H3"
4675,LMLKBOH,O=CCC(CCC(=O)CO)C(=O)C,"InChI=1S/C9H14O4/c1-7(12)8(4-5-10)2-3-9(13)6-11/h5,8,11H,2-4,6H2,1H3"
4676,C627OH,CC(=O)CCC(=O)CO,"InChI=1S/C6H10O3/c1-5(8)2-3-6(9)4-7/h7H,2-4H2,1H3"
4677,C7ADCOH,O=CC(C)(O)C(C)(O)C(=O)C,"InChI=1S/C7H12O4/c1-5(9)7(3,11)6(2,10)4-8/h4,10-11H,1-3H3"
4678,ECATECOOA,[O-][O+]=C(O)C(=C/C=C/C(=O)O)CC,"InChI=1S/C8H10O5/c1-2-6(8(11)13-12)4-3-5-7(9)10/h3-5,11H,2H2,1H3,(H,9,10)/b5-3+,6-4?"
4679,EGLYOO,[O-][O+]=CC(=O)CC,"InChI=1S/C4H6O3/c1-2-4(5)3-7-6/h3H,2H2,1H3"
4680,HO2C4NO3,CC(O)CCON(=O)=O,"InChI=1S/C4H9NO4/c1-4(6)2-3-9-5(7)8/h4,6H,2-3H2,1H3"
4681,C54CO3H,CC(CCC)C(=O)OO,"InChI=1S/C6H12O3/c1-3-4-5(2)6(7)9-8/h5,8H,3-4H2,1-2H3"
4682,HC4ACO3H,OCC(=CC(=O)OO)C,"InChI=1S/C5H8O4/c1-4(3-6)2-5(7)9-8/h2,6,8H,3H2,1H3"
4683,PIPN,O=N(=O)OOC(=O)C(C)C,"InChI=1S/C4H7NO5/c1-3(2)4(6)9-10-5(7)8/h3H,1-2H3"
4684,EGLYOX,CCC(=O)C=O,"InChI=1S/C4H6O2/c1-2-4(6)3-5/h3H,2H2,1H3"
4685,NC524O2,OCC(ON(=O)=O)C(CO)(CO)O[O],"InChI=1S/C5H10NO8/c7-1-4(13-6(10)11)5(2-8,3-9)14-12/h4,7-9H,1-3H2"
4686,BOXMOH,CCCCOCO,"InChI=1S/C5H12O2/c1-2-3-4-7-5-6/h6H,2-5H2,1H3"
4687,PET1O2,[O]Oc1cc(C)ccc1CC,"InChI=1S/C9H11O2/c1-3-8-5-4-7(2)6-9(8)11-10/h4-6H,3H2,1-2H3"
4688,C537OOH,OOCC(C(C=O)OO)(OO)C,"InChI=1S/C5H10O7/c1-5(12-9,3-10-7)4(2-6)11-8/h2,4,7-9H,3H2,1H3"
4689,MBOBO2,[O]OCC(O)C(C)(C)O,"InChI=1S/C5H11O4/c1-5(2,7)4(6)3-9-8/h4,6-7H,3H2,1-2H3"
4690,C7ADCO2,O=CC(C)(O)C(C)(O[O])C(=O)C,"InChI=1S/C7H11O5/c1-5(9)7(3,12-11)6(2,10)4-8/h4,10H,1-3H3"
4691,HM22C4OOH,OOCCC(C)(C)CO,"InChI=1S/C6H14O3/c1-6(2,5-7)3-4-9-8/h7-8H,3-5H2,1-2H3"
4692,LMLKBO2,[O]OCC(=O)CCC(CC=O)C(=O)C,"InChI=1S/C9H13O5/c1-7(11)8(4-5-10)2-3-9(12)6-14-13/h5,8H,2-4,6H2,1H3"
4693,PINIC,OC(=O)CC1CC(C(=O)O)C1(C)C,"InChI=1S/C9H14O4/c1-9(2)5(4-7(10)11)3-6(9)8(12)13/h5-6H,3-4H2,1-2H3,(H,10,11)(H,12,13)"
4694,C627O2,[O]OCC(=O)CCC(=O)C,"InChI=1S/C6H9O4/c1-5(7)2-3-6(8)4-10-9/h2-4H2,1H3"
4695,C735O,O=CCC([O])(CC=O)C(=O)C,"InChI=1S/C7H9O4/c1-6(10)7(11,2-4-8)3-5-9/h4-5H,2-3H2,1H3"
4696,C517O2,[O]OCC(CO)C(=O)C,"InChI=1S/C5H9O4/c1-4(7)5(2-6)3-9-8/h5-6H,2-3H2,1H3"
4697,MTNCATECO,CCC12OOC(C)(C(=C(O)C2(O)[O])N(=O)=O)C1O,"InChI=1S/C9H12NO8/c1-3-8-6(12)7(2,17-18-8)4(10(15)16)5(11)9(8,13)14/h6,11-13H,3H2,1-2H3"
4698,MTNCATECH,CCc1cc(C)c(N(=O)=O)c(O)c1O,"InChI=1S/C9H11NO4/c1-3-6-4-5(2)7(10(13)14)9(12)8(6)11/h4,11-12H,3H2,1-2H3"
4699,C64OOH,OCC(C)(OO)CC(=O)C,"InChI=1S/C6H12O4/c1-5(8)3-6(2,4-7)10-9/h7,9H,3-4H2,1-2H3"
4700,NBCALOOH,O=CCCC(OO)(CO[N+](=O)[O-])C1CC(C)(C)C1CCC(=O)C,"InChI=1S/C15H25NO7/c1-11(18)5-6-12-13(9-14(12,2)3)15(23-21,7-4-8-17)10-22-16(19)20/h8,12-13,21H,4-7,9-10H2,1-3H3"
4701,TBUTCO3H,OOC(=O)C(C)(C)C,"InChI=1S/C5H10O3/c1-5(2,3)4(6)8-7/h7H,1-3H3"
4702,CNO3CLOH,OC(Cl)CON(=O)=O,"InChI=1S/C2H4ClNO4/c3-2(5)1-8-4(6)7/h2,5H,1H2"
4703,NAPINBO2,[O]OC1CC2CC(C1(C)ON(=O)=O)C2(C)C,"InChI=1S/C10H16NO5/c1-9(2)6-4-7(9)10(3,16-11(12)13)8(5-6)15-14/h6-8H,4-5H2,1-3H3"
4704,CNO3CLO2,[O]OC(Cl)CON(=O)=O,"InChI=1S/C2H3ClNO5/c3-2(9-7)1-8-4(5)6/h2H,1H2"
4705,CLETO3H,OOC(=O)CCl,"InChI=1S/C2H3ClO3/c3-1-2(4)6-5/h5H,1H2"
4706,H2M2C4CHO,O=CCCC(C)(C)O,"InChI=1S/C6H12O2/c1-6(2,8)4-3-5-7/h5,8H,3-4H2,1-2H3"
4707,C6CO134OOH,OOC(=O)CC(=O)C(=O)CC,"InChI=1S/C6H8O5/c1-2-4(7)5(8)3-6(9)11-10/h10H,2-3H2,1H3"
4708,C23O3CCO3H,OOC(=O)COC(=O)C(=O)C,"InChI=1S/C5H6O6/c1-3(6)5(8)10-2-4(7)11-9/h9H,2H2,1H3"
4709,C721CO3H,OOC(=O)C1CC(C(=O)O)C1(C)C,"InChI=1S/C8H12O5/c1-8(2)4(6(9)10)3-5(8)7(11)13-12/h4-5,12H,3H2,1-2H3,(H,9,10)"
4710,NBPINAOOH,OOC1(CON(=O)=O)CCC2CC1C2(C)C,"InChI=1S/C10H17NO5/c1-9(2)7-3-4-10(16-14,8(9)5-7)6-15-11(12)13/h7-8,14H,3-6H2,1-2H3"
4711,C517OH,OCC(CO)C(=O)C,"InChI=1S/C5H10O3/c1-4(8)5(2-6)3-7/h5-7H,2-3H2,1H3"
4712,C5DIALO,O=CC=CC([O])C=O,InChI=1S/C5H5O3/c6-3-1-2-5(8)4-7/h1-5H
4713,HO1C3O,OCCC[O],"InChI=1S/C3H7O2/c4-2-1-3-5/h4H,1-3H2"
4714,C513CO,OCCC(=O)C(=O)C=O,"InChI=1S/C5H6O4/c6-2-1-4(8)5(9)3-7/h3,6H,1-2H2"
4715,NORLIMAL,O=CC(CCC(=O)C)C(=C)C,"InChI=1S/C9H14O2/c1-7(2)9(6-10)5-4-8(3)11/h6,9H,1,4-5H2,2-3H3"
4716,UDECNO3,CCCCCCCCC(CC)ON(=O)=O,"InChI=1S/C11H23NO3/c1-3-5-6-7-8-9-10-11(4-2)15-12(13)14/h11H,3-10H2,1-2H3"
4717,C5DIALO2,O=CC=CC(O[O])C=O,InChI=1S/C5H5O4/c6-3-1-2-5(4-7)9-8/h1-5H
4718,C1312OH,O=CCCC(=C)C(=O)CC(C)(C)C(O)CCO,"InChI=1S/C13H22O4/c1-10(5-4-7-14)11(16)9-13(2,3)12(17)6-8-15/h7,12,15,17H,1,4-6,8-9H2,2-3H3"
4719,C3MCODBPAN,O=CC(=CC(=O)OON(=O)=O)C,"InChI=1S/C5H5NO6/c1-4(3-7)2-5(8)11-12-6(9)10/h2-3H,1H3"
4720,OCTOH,CCCCCC(O)CC,"InChI=1S/C8H18O/c1-3-5-6-7-8(9)4-2/h8-9H,3-7H2,1-2H3"
4721,C6TONOHOOH,OOC(CC=O)C(=O)C(=O)CO,"InChI=1S/C6H8O6/c7-2-1-5(12-11)6(10)4(9)3-8/h2,5,8,11H,1,3H2"
4722,NBUACETCO2,CCCC(O[O])OC(=O)C,"InChI=1S/C6H11O4/c1-3-4-6(10-8)9-5(2)7/h6H,3-4H2,1-2H3"
4723,HM2C43O2,OCC(C)C(C)O[O],"InChI=1S/C5H11O3/c1-4(3-6)5(2)8-7/h4-6H,3H2,1-2H3"
4724,C122O2,CCCCCCCC(O)CC(=O)C(C)O[O],"InChI=1S/C12H23O4/c1-3-4-5-6-7-8-11(13)9-12(14)10(2)16-15/h10-11,13H,3-9H2,1-2H3"
4725,OCTO2,CCCCCC(CC)O[O],"InChI=1S/C8H17O2/c1-3-5-6-7-8(4-2)10-9/h8H,3-7H2,1-2H3"
4726,C126CO3H,O=CCC1C(CC1(C)C)C(=C)CCC(=O)OO,"InChI=1S/C13H20O4/c1-9(4-5-12(15)17-16)10-8-13(2,3)11(10)6-7-14/h7,10-11,16H,1,4-6,8H2,2-3H3"
4727,CCL3OOH,OOC(Cl)(Cl)Cl,"InChI=1S/CHCl3O2/c2-1(3,4)6-5/h5H"
4728,MBOBNO3,O=N(=O)OCC(O)C(C)(C)O,"InChI=1S/C5H11NO5/c1-5(2,8)4(7)3-11-6(9)10/h4,7-8H,3H2,1-2H3"
4729,C819O,CC([O])(CO)C(=O)CCC(=O)C,"InChI=1S/C8H13O4/c1-6(10)3-4-7(11)8(2,12)5-9/h9H,3-5H2,1-2H3"
4730,BCANO3,[O-][N+](=O)OC1(C)CCC2C(CC2(C)C)C(=C)CCC1O,"InChI=1S/C15H25NO4/c1-10-5-6-13(17)15(4,20-16(18)19)8-7-12-11(10)9-14(12,2)3/h11-13,17H,1,5-9H2,2-4H3"
4731,C1312O2,O=CCCC(=C)C(=O)CC(C)(C)C(O[O])CCO,"InChI=1S/C13H21O5/c1-10(5-4-7-14)11(16)9-13(2,3)12(18-17)6-8-15/h7,12,15H,1,4-6,8-9H2,2-3H3"
4732,MTBEAALPAN,O=COC(C)(C)C(=O)OON(=O)=O,"InChI=1S/C5H7NO7/c1-5(2,11-3-7)4(8)12-13-6(9)10/h3H,1-2H3"
4733,C5DIALOH,O=CC=CC(O)C=O,"InChI=1S/C5H6O3/c6-3-1-2-5(8)4-7/h1-5,8H"
4734,C8M3CO,CCC(=O)C=C(C)C(=O)C(=O)C,"InChI=1S/C9H12O3/c1-4-8(11)5-6(2)9(12)7(3)10/h5H,4H2,1-3H3"
4735,C121O,CCCCCCCC([O])CC(=O)CC,"InChI=1S/C12H23O2/c1-3-5-6-7-8-9-12(14)10-11(13)4-2/h12H,3-10H2,1-2H3"
4736,C6DCRBBOH,CCC(=O)C=CC(=O)O,"InChI=1S/C6H8O3/c1-2-5(7)3-4-6(8)9/h3-4H,2H2,1H3,(H,8,9)"
4737,HEXAO,CCCCCC[O],"InChI=1S/C6H13O/c1-2-3-4-5-6-7/h2-6H2,1H3"
4738,C63O2,OCC(O[O])CC(=O)CC,"InChI=1S/C6H11O4/c1-2-5(8)3-6(4-7)10-9/h6-7H,2-4H2,1H3"
4739,C312COCO3,[O]OC(=O)CC(=O)C=O,"InChI=1S/C4H3O5/c5-2-3(6)1-4(7)9-8/h2H,1H2"
4740,BPINCOOH,OCC1=CCC(CC1)C(C)(C)OO,"InChI=1S/C10H18O3/c1-10(2,13-12)9-5-3-8(7-11)4-6-9/h3,9,11-12H,4-7H2,1-2H3"
4741,PHC3NO3,CCC(ON(=O)=O)c1ccccc1,"InChI=1S/C9H11NO3/c1-2-9(13-10(11)12)8-6-4-3-5-7-8/h3-7,9H,2H2,1H3"
4742,BU1ENO3O2,CCC(O[O])CON(=O)=O,"InChI=1S/C4H8NO5/c1-2-4(10-8)3-9-5(6)7/h4H,2-3H2,1H3"
4743,NC5H12,CCCCC,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3"
4744,C524O,OCC(=C)C([O])CO,"InChI=1S/C5H9O3/c1-4(2-6)5(8)3-7/h5-7H,1-3H2"
4745,C9M2CO6O,CCC(=O)C=C(C)C([O])C(=O)CC,"InChI=1S/C10H15O3/c1-4-8(11)6-7(3)10(13)9(12)5-2/h6,10H,4-5H2,1-3H3"
4746,C3COCCO3,CCCC(=O)CC(=O)O[O],"InChI=1S/C6H9O4/c1-2-3-5(7)4-6(8)10-9/h2-4H2,1H3"
4747,C7CO2M5O,CC(=O)C=CC(C)([O])C(=O)C,"InChI=1S/C8H11O3/c1-6(9)4-5-8(3,11)7(2)10/h4-5H,1-3H3"
4748,CO2H3CO3H,CC(=O)C(O)C(=O)OO,"InChI=1S/C4H6O5/c1-2(5)3(6)4(7)9-8/h3,6,8H,1H3"
4749,C7ADCO,O=CC(C)(O)C(C)([O])C(=O)C,"InChI=1S/C7H11O4/c1-5(9)7(3,11)6(2,10)4-8/h4,10H,1-3H3"
4750,C63OH,OCC(O)CC(=O)CC,"InChI=1S/C6H12O3/c1-2-5(8)3-6(9)4-7/h6-7,9H,2-4H2,1H3"
4751,HO24C5,CC(O)CC(C)O,"InChI=1S/C5H12O2/c1-4(6)3-5(2)7/h4-7H,3H2,1-2H3"
4752,C75OOH,OOC(CC(=O)C)C(C)C,"InChI=1S/C7H14O3/c1-5(2)7(10-9)4-6(3)8/h5,7,9H,4H2,1-3H3"
4753,MXYMUCCO3,CC1(OC1C=CC(=O)C)C(=O)O[O],"InChI=1S/C8H9O5/c1-5(9)3-4-6-8(2,12-6)7(10)13-11/h3-4,6H,1-2H3"
4754,C129CO,O=CCC(=O)C(=O)C1CC(C)(C)C1CC=O,"InChI=1S/C12H16O4/c1-12(2)7-8(9(12)3-5-13)11(16)10(15)4-6-14/h5-6,8-9H,3-4,7H2,1-2H3"
4755,LMKBO,CC(=O)C1CCC(C)(O)C([O])C1,"InChI=1S/C9H15O3/c1-6(10)7-3-4-9(2,12)8(11)5-7/h7-8,12H,3-5H2,1-2H3"
4756,C23C54CO3,[O]OC(=O)C(C)C(=O)C(=O)C,"InChI=1S/C6H7O5/c1-3(6(9)11-10)5(8)4(2)7/h3H,1-2H3"
4757,C53NO32O2,CCC(ON(=O)=O)C(C)O[O],"InChI=1S/C5H10NO5/c1-3-5(4(2)11-9)10-6(7)8/h4-5H,3H2,1-2H3"
4758,C126CO,O=CCC(=C)C1CC(C)(C)C1CC=O,"InChI=1S/C12H18O2/c1-9(4-6-13)10-8-12(2,3)11(10)5-7-14/h6-7,10-11H,1,4-5,8H2,2-3H3"
4759,C67CHO,O=CCC(=O)C(C)(C)O,"InChI=1S/C6H10O3/c1-6(2,9)5(8)3-4-7/h4,9H,3H2,1-2H3"
4760,INANCOCO2H,O=N(=O)OCC(=O)C(C)(ON(=O)=O)C(=O)O,"InChI=1S/C5H6N2O9/c1-5(4(9)10,16-7(13)14)3(8)2-15-6(11)12/h2H2,1H3,(H,9,10)"
4761,MXYFUONE,CC1OC(=O)C(=C1)C,"InChI=1S/C6H8O2/c1-4-3-5(2)8-6(4)7/h3,5H,1-2H3"
4762,MPRBNO3PAN,O=N(=O)OOC(=O)C(C)(C)ON(=O)=O,"InChI=1S/C4H6N2O8/c1-4(2,13-5(8)9)3(7)12-14-6(10)11/h1-2H3"
4763,C515CHO,O=CCC(=O)C(=O)CC=O,"InChI=1S/C6H6O4/c7-3-1-5(9)6(10)2-4-8/h3-4H,1-2H2"
4764,BOXOHETOH,CCCC(O)OCCO,"InChI=1S/C6H14O3/c1-2-3-6(8)9-5-4-7/h6-8H,2-5H2,1H3"
4765,MC6OTKTOOH,OOC(C)(OC(=O)C(=O)C)C(=O)C,"InChI=1S/C7H10O6/c1-4(8)6(10)12-7(3,13-11)5(2)9/h11H,1-3H3"
4766,C146OH,O=CCC(O)C(=O)C1CC(C)(C)C1CCC(=O)C,"InChI=1S/C14H22O4/c1-9(16)4-5-11-10(8-14(11,2)3)13(18)12(17)6-7-15/h7,10-12,17H,4-6,8H2,1-3H3"
4767,CHOC2CO3H,OOC(=O)CCC=O,"InChI=1S/C4H6O4/c5-3-1-2-4(6)8-7/h3,7H,1-2H2"
4768,C4M3NO3ONE,O=N(=O)OCC(=O)C(C)C,"InChI=1S/C5H9NO4/c1-4(2)5(7)3-10-6(8)9/h4H,3H2,1-2H3"
4769,C146O2,O=CCC(O[O])C(=O)C1CC(C)(C)C1CCC(=O)C,"InChI=1S/C14H21O5/c1-9(16)4-5-11-10(8-14(11,2)3)13(17)12(19-18)6-7-15/h7,10-12H,4-6,8H2,1-3H3"
4770,PEN2ONE1O2,CCCC(=O)CO[O],"InChI=1S/C5H9O3/c1-2-3-5(6)4-8-7/h2-4H2,1H3"
4771,NC101CO,O=N(=O)OC1(C)C(=O)CC2CC1C2(C)C,"InChI=1S/C10H15NO4/c1-9(2)6-4-7(9)10(3,8(12)5-6)15-11(13)14/h6-7H,4-5H2,1-3H3"
4772,NC4OHCPAN,O=N(=O)OOC(=O)C(ON(=O)=O)C(C)(C)O,"InChI=1S/C5H8N2O9/c1-5(2,9)3(14-6(10)11)4(8)15-16-7(12)13/h3,9H,1-2H3"
4773,TMBCO3,[O]OC(=O)c1cc(C)cc(C)c1,"InChI=1S/C9H9O3/c1-6-3-7(2)5-8(4-6)9(10)12-11/h3-5H,1-2H3"
4774,ETBECO,[O]CCOC(C)(C)C,"InChI=1S/C6H13O2/c1-6(2,3)8-5-4-7/h4-5H2,1-3H3"
4775,TM124BPRO2,[O]OC1(C)C=CC2(C)OOC1(C)C2O,"InChI=1S/C9H13O5/c1-7-4-5-8(2,12-11)9(3,6(7)10)14-13-7/h4-6,10H,1-3H3"
4776,MXYL1OOH,OOc1cccc(C)c1,"InChI=1S/C7H8O2/c1-6-3-2-4-7(5-6)9-8/h2-5,8H,1H3"
4777,BCBOCOO,O=CCCC(=[O+][O-])C1CC(C)(C)C1CCC(=O)OC,"InChI=1S/C14H22O5/c1-14(2)9-10(12(19-17)5-4-8-15)11(14)6-7-13(16)18-3/h8,10-11H,4-7,9H2,1-3H3"
4778,EMPHO2,CCc1cc(O[O])cc(C)c1,"InChI=1S/C9H11O2/c1-3-8-4-7(2)5-9(6-8)11-10/h4-6H,3H2,1-2H3"
4779,C68OH,CC(O)(CC=O)C(C)O,"InChI=1S/C6H12O3/c1-5(8)6(2,9)3-4-7/h4-5,8-9H,3H2,1-2H3"
4780,OXYQOOH,OOC1C(O)C(=O)C(=C(C)C1=O)C,"InChI=1S/C8H10O5/c1-3-4(2)6(10)8(13-12)7(11)5(3)9/h7-8,11-12H,1-2H3"
4781,C4CONO3O2,[O]OC(C)C(C=O)ON(=O)=O,"InChI=1S/C4H6NO6/c1-3(11-9)4(2-6)10-5(7)8/h2-4H,1H3"
4782,CRESOOH,OOC1(O)C=CC2(C)OOC1C2O,"InChI=1S/C7H10O6/c1-6-2-3-7(9,12-10)5(4(6)8)11-13-6/h2-5,8-10H,1H3"
4783,OETLQOOH,OOC1C(O)C(=O)C(=C(C)C1=O)CC,"InChI=1S/C9H12O5/c1-3-5-4(2)6(10)9(14-13)8(12)7(5)11/h8-9,12-13H,3H2,1-2H3"
4784,C831NO3,O=CCC(O[N+](=O)[O-])C(C)(C)CC=O,"InChI=1S/C8H13NO5/c1-8(2,4-6-11)7(3-5-10)14-9(12)13/h5-7H,3-4H2,1-2H3"
4785,C71O,CCC(O)CC(=O)C(C)[O],"InChI=1S/C7H13O3/c1-3-6(9)4-7(10)5(2)8/h5-6,9H,3-4H2,1-2H3"
4786,HOC4CHOO2,OCCCC(O[O])C=O,"InChI=1S/C5H9O4/c6-3-1-2-5(4-7)9-8/h4-6H,1-3H2"
4787,C8OHCO2CO3,[O]OC(=O)C=C(C(C)C)C(=O)C(O)C=O,"InChI=1S/C9H11O6/c1-5(2)6(3-8(12)15-14)9(13)7(11)4-10/h3-5,7,11H,1-2H3"
4788,INB1O,OCC([O])C(C)(CO)ON(=O)=O,"InChI=1S/C5H10NO6/c1-5(3-8,4(9)2-7)12-6(10)11/h4,7-8H,2-3H2,1H3"
4789,CO3C5CHO,CCC(=O)CCC=O,"InChI=1S/C6H10O2/c1-2-6(8)4-3-5-7/h5H,2-4H2,1H3"
4790,HO3C76OOH,CCC(O)CCC(C)OO,"InChI=1S/C7H16O3/c1-3-7(8)5-4-6(2)10-9/h6-9H,3-5H2,1-2H3"
4791,C629O,OCCC([O])(C=O)C(=O)C,"InChI=1S/C6H9O4/c1-5(9)6(10,4-8)2-3-7/h4,7H,2-3H2,1H3"
4792,C68O2,O=CCC(C)(O[O])C(C)O,"InChI=1S/C6H11O4/c1-5(8)6(2,10-9)3-4-7/h4-5,8H,3H2,1-2H3"
4793,C132OOH,OCCC(=O)C1(OO)CC(C)(C)C1CCC(=O)C,"InChI=1S/C13H22O5/c1-9(15)4-5-10-12(2,3)8-13(10,18-17)11(16)6-7-14/h10,14,17H,4-8H2,1-3H3"
4794,C6CO3OHOOH,OOC(C)C(=O)CC(C)O,"InChI=1S/C6H12O4/c1-4(7)3-6(8)5(2)10-9/h4-5,7,9H,3H2,1-2H3"
4795,HIEB1O2,OCC(O)C(CO)(O[O])C=O,"InChI=1S/C5H9O6/c6-1-4(9)5(2-7,3-8)11-10/h2,4,6,8-9H,1,3H2"
4796,HO3C5CO3H,CCC(O)CCC(=O)OO,"InChI=1S/C6H12O4/c1-2-5(7)3-4-6(8)10-9/h5,7,9H,2-4H2,1H3"
4797,PPRBQOOH,CCCC(=CC(=O)COO)C(=O)CO,"InChI=1S/C9H14O5/c1-2-3-7(9(12)5-10)4-8(11)6-14-13/h4,10,13H,2-3,5-6H2,1H3"
4798,C8DBCO2CO3,O=CC(=O)C=C(C(C)C)C(=O)O[O],"InChI=1S/C8H9O5/c1-5(2)7(8(11)13-12)3-6(10)4-9/h3-5H,1-2H3"
4799,NPETOL1OOH,CCc1ccc(C)c(N(=O)=O)c1OO,"InChI=1S/C9H11NO4/c1-3-7-5-4-6(2)8(10(11)12)9(7)14-13/h4-5,13H,3H2,1-2H3"
