number,species
5281,BCKAOOH
5282,C730NO3
5283,C929CO
5284,C93CO
5285,BCSOZO2
5286,MXNCATECO2
5287,IPEAOH
5288,CO234C65O2
5289,PBZQO
5290,C3MNO3CHO
5291,CO23C65O
5292,HEX2ONAO2
5293,C731PAN
5294,BZEPOXMUC
5295,DMPHCOMOOH
5296,EMALANHY
5297,C116OOH
5298,IPBENZOLO
5299,C6CO34O
5300,HO1C6O2
5301,HO3C4CO3
5302,HO14CO2C5
5303,HO2C43CO2H
5304,CO3H4PAN
5305,EIPKBOOH
5306,NLIMALO2
5307,CHCL2CO2H
5308,HO8C9CO3
5309,COO2C3CHO
5310,C98NO3
5311,M2HEXAO
5312,C115OOH
5313,EMPHGLYOX
5314,PBENZO2
5315,C1011PAN
5316,C133O2
5317,EMALNHY2OH
5318,CH2BRO
5319,C42CO3
5320,BZBIPERO
5321,HNBIACET
5322,IPBFUO
5323,C522CO3H
5324,C7DCCO2H
5325,HO13CO4C5
5326,MXYMUCPAN
5327,NPROACEAO
5328,C7CO2DBAL
5329,HEXAOOH
5330,MMFOOH
5331,PETLMUCCO
5332,C115O2
5333,CATEC1OOH
5334,C815CO2OH
5335,TOL4OHNO2
5336,NO3CH2CO3H
5337,ACBUOAOOH
5338,C815CO2O2
5339,NOXYFUOOH
5340,HMACRO
5341,C64OH5O2
5342,C729NO3
5343,CCLOHCOCL
5344,C3M3OH2CHO
5345,CH2CLCHCL2
5346,NDMEPHOLO
5348,TPENT2ENE
5349,MIBK3COOOH
5350,NCATECO
5351,EPXEKTPAN
5352,DMMANO3
5353,C118O
5354,C123NO3
5355,C103CO
5356,C7ADCPAN
5357,PETOLO2
5358,PHCOCOCOOH
5359,ACEETOHOOH
5360,ETOLO
5361,BPINAO2
5362,M2PEBO2
5363,MXYMUCCO3H
5364,C4OHPAN
5365,DDEC3ONE
5366,NTM123LOOH
5367,HO3C76O2
5368,C108NO3
5369,M2PEBOH
5370,BPINAOH
5371,HEXCOOH
5372,EIPEOOH
5373,NDNOXYOLO
5374,C615OH
5375,M22C3CO3H
5376,GLYOOB
5377,GLYOOC
5378,GLYOOA
5379,C81O
5380,MTBEBCHO
5381,C820O
5382,MMFOH
5383,CDICLETH
5384,C6ETCO4DB
5385,CYHXONAO2
5386,DMPHO
5387,TBUACOH
5388,C6CO3HO25
5389,CH3SCH2O2
5390,MC4CONO3O
5391,DDECO2
5392,HO3C106OOH
5393,C1013CO3
5394,C66NO35O
5395,C615CO3H
5396,C5NO3COAO
5397,DNMXYOLO
5398,PRCOOMPAN
5399,DNIPBZLOOH
5400,DDECOH
5401,CH2CLCH2O
5402,CH3SCH2OH
5403,C52NO3
5404,TRICLETH
5405,ACETCOC2H5
5406,MOXCOCH2OH
5407,CYHXONAOH
5408,CO25C6CO3
5409,C831O2
5410,C627O
5411,M23C4O
5412,CY6DIONO
5413,DE35TOH
5414,TLFUO
5415,NON3ONE
5416,NTM124OLO
5417,C7ECO4DB
5418,DIETETO
5419,C4M2NO33O2
5420,C5DBCOCO3H
5421,HO2MC5OOH
5422,H3M3C4CHO
5423,C1214OOH
5424,HMVKBPAN
5425,HCOCH2CO3H
5426,NDNOETOLO
5427,DE35TO2
5428,C831OH
5429,HO2CO4CHO
5430,HOBUT2CO3H
5431,HPC52O
5432,HO3C116NO3
5433,EBZBIPERO
5434,C118OOH
5435,C141OO
5436,C141OH
5437,NOPINDO
5439,C4H6
5440,C810O2
5441,C141O2
5442,C710O
5443,IBUTALBO2
5444,C618O
5445,DIBRETOH
5446,CHOC2H4O2
5447,BUTALO2
5448,CO235C6OOH
5449,DMEBMUO2H
5450,C5MEJCO3H
5451,CO14O3CO2H
5452,HM23C4NO3
5453,C148OH
5454,C106O
5455,COCCOHCOOH
5456,H2M3C4NO3
5457,CLCOCLMOOH
5458,CO24C4CHO
5459,HO2CO4C5O
5460,MXY1OHNO2
5461,C148O2
5462,C1211CO3H
5463,C5M2OHOPAN
5464,C4H9CHO
5465,HEX2ONE
5466,INAHCHO
5467,IPROPOLO
5468,C6H5CH2OOH
5469,C118NO3
5470,C624OH
5471,IPCATEC1O2
5472,OXYMUCCO2H
5473,SBUACETBO
5474,PRCOFOROOH
5475,HM22C4O2
5476,C615CO
5477,C6HO1CO3O
5478,OETLMUCCO
5479,C536O
5480,C58OOH
5481,DNPBNZLO2
5482,NC3CO3H
5483,TM123BPNO3
5484,TM135OLO
5485,INB1GLYOX
5486,NBPINAO
5487,IPRFORMO2
5488,C517NO3
5489,IPRFORMOH
5490,C6HO1CO3O2
5491,C928PAN
5492,C926OOH
5493,CH3CHO
5494,DMEBMUNO3
5495,C511CHO
5496,NMXYQO
5497,DMEPHOLO
5498,C7CO2M5OOH
5499,C9DCNO3
5500,C624O2
5501,C533O2
5502,C1212NO3
5503,C922OOH
5504,EOCOCH2OOH
5505,PGLOO
5506,C6PAN2
5507,C6PAN3
5508,C6PAN1
5509,C6PAN6
5510,C6PAN7
5511,C6PAN4
5512,C622CO2H
5513,C1212OH
5514,C6PAN8
5515,C6PAN9
5516,PROLNO3
5517,BUT2OL
5518,C6EO2HCO3H
5519,NDNPBNZLO2
5520,C4NO3CO3
5521,C54CHO
5522,MGLOOA
5523,MGLOOB
5524,MGLOOC
5525,C1212O2
5526,C5COHOCO3H
5527,NPXYFUO
5528,MVK
5529,ACLOO
5530,NMEBFUOOH
5531,NBUACANO3
5532,NC526OOH
5533,HO2C54CO3H
5534,HEX2ONAOOH
5535,C61CHO
5536,LMKAO2
5537,C927O2
5538,NPXYOL1OOH
5539,C8O2OHCO3H
5540,C65O
5541,HO13C5
5542,C3DIOLO
5543,C3MCODBCO2
5544,H2M2C3CO3H
5545,IPROMCPAN
5546,C91OOH
5547,MTBEBO
5548,NBUACETBO2
5549,C1311OH
5550,M3PEANO3
5551,BOXMCO3H
5552,BOXOHPROL
5553,C1311O2
5554,INANCOCO3H
5555,BCALACO
5556,C4CHO2O
5557,C125O2
5558,COCCOH2CO2
5559,EPXMKTCO3H
5560,C615CO3
5561,C2H5MECOOA
5562,ACBUONANO3
5563,C623OOH
5564,C519CO3H
5565,H2M2C65O
5566,LMKAOH
5567,EPXMEDCO2H
5568,CH3CHOOA
5569,CH3CHOOC
5570,CH3CHOOB
5571,DETLBPR2OH
5572,NPROACECO
5573,CO36C10
5574,HCOCO3
5575,CO36C12
5576,H2M2C65NO3
5577,IPBZBIPRO
5578,HO8C9OOH
5579,BPINCNO3
5580,IPROC21OOH
5581,IPRACBCO3H
5582,HCOCO2H
5583,PBENZ
5584,DETLMUCO2
5585,DETLMUCO3
5586,NPXYOLOH
5587,CH3CHCLO2
5588,HEX3ONAO2
5589,HIEB1OOH
5590,C822CO2
5591,C822CO3
5592,TM135OLO2
5593,BCARY
5594,METACETOH
5595,CLCOCL2OOH
5596,C6OTKETO
5597,TM135OLOH
5598,M3CO245C6
5599,C929OOH
5600,C87O
5601,HEX3ONAOH
5602,IECCO3
5603,C826O
5604,CY6TRION
5605,NPXYOLO2
5606,HO3C76NO3
5607,OXYMUCNO3
5608,CHOOMCO2H
5609,OXNNCATCO
5610,NDNPXYLOOH
5611,C7CO2OHPAN
5612,DMMAOH
5613,C731O2
5615,HO5C6CO3
5616,C62OOH
5617,LMLKET
5618,PTNNCATOOH
5619,PXY1OHNO2
5620,TL4ONO2OOH
5621,NBUACCOH
5622,DMMAO2
5623,C23O3ECOOH
5624,PBZN
5625,NC4PDCO2
5626,C831OOH
5627,MCATEC1OOH
5628,APINBO
5629,OET1OHNO2
5630,BZBIPEROOH
5631,NCO23CHO
5632,OXYOLO
5633,C621O
5634,PETLBIPRO2
5635,METLQOOH
5636,CO2C3CHO
5637,MPRKAO2
5638,CH2CL3OOH
5639,C510OOH
5640,MPRKAOH
5641,NC6H14
5642,C5H8
5643,C728OOH
5644,MC6OTKETO
5645,IPNNCATCO
5646,INB1HPCO2H
5647,C1014CO
5648,ACCOCOEOOH
5649,IPROPOLO2
5650,CONM2PAN
5651,CO2M3C5OH
5652,IPRBQOOH
5653,CH2CLOOH
5654,T124NNCTO2
5655,ACEPROPONE
5656,DECOH
5657,CO23C54O2
5658,C736CO
5659,C3MNO3CO3
5660,PE2ENEAO2
5661,M2BKBO
5662,C5124COOOH
5663,MNCATECOOH
5664,DEMPHOLO
5665,C57NO3CO3
5666,C822NO3
5667,C116CO3H
5668,TM135MUOH
5669,DECO2
5670,NOXYFUO2
5671,MEKBO2
5672,HO2C43CO3
5673,TM124NOOH
5674,M2PECOOH
5675,CRESOH
5676,C5H11CO3
5677,CRESOL
5678,HO1C5O2
5679,C7M2CO5OOH
5680,C7CODBCO3
5681,MXYL
5682,TM124BOOH
5683,CO2HO4C6
5684,MPHCOMEOH
5685,C710OOH
5686,C4NO3M1OOH
5687,C78CO
5688,MPHCOMEO2
5689,CO2C43CHO
5690,MECOFOROOH
5691,MTBEBCO2H
5692,C4ECO2OOH
5693,EBFUO
5694,CRESO2
5695,C7M6CO2O
5696,HO1C4OOH
5697,C41CO3
5698,H2C3OCO
5699,C54O2
5700,C826NO3
5701,C14O3ECHO
5702,C530O
5703,C618PAN
5704,NO3CH2CHO
5705,C117OOH
5706,M23C43OOH
5707,C718PAN
5708,NOPINCOOH
5709,CO2C4CO3H
5710,C930O
5711,C5124COO2
5712,HO2C3CO3
5713,ETBEBOOH
5714,EBENZOOH
5715,C136CO2H
5716,C54OH
5717,C516O
5718,C88CHO
5719,DNMETOLO
5720,NMETLQOOH
5721,PETLQONE
5722,H3M3C5O
5723,C58AOOH
5724,DNPHENO2
5725,NC71OOH
5726,DMPHCOMO
5727,C65NO36CHO
5728,CO14O3CHO
5729,DMPHCOME
5730,C3ME3CHOO
5731,HO24C5O
5732,C23O3MCO2H
5733,OXYFUO
5734,CO1C6OOH
5735,CCOCOCOH
5736,C714OOH
5737,C727OOH
5738,C7MJPPAN
5739,C52NO33CO
5740,ME2BU2OLO2
5741,BZBIPERO2
5742,C6CO134
5743,MXNNCATCO
5744,C2H5O2
5745,C5O45OHPAN
5746,C67O
5747,T124CTCOOA
5748,NBUTDBO
5749,INDHCHO
5750,C68OOH
5751,C23O3MO2
5752,M3HEXAOOH
5753,C828CHO
5754,C9DCO
5755,IBUTALBO2H
5756,C2CL3OHAO2
5757,PXYQO2
5758,PXYQOH
5759,HEX2ONCO2
5760,NMBOAO2
5761,NOXYQO
5762,NPRACANO3
5763,C2H5OH
5764,CHEX2ENE
5765,C4OH2CPAN
5766,HOC3H6CO3
5767,C116PAN
5768,H2M4CO5C6
5769,C8BC
5770,PETLMUCOH
5771,CO25C6OOH
5772,PETLMUCO2
5773,C1011CO3
5774,DIIPRETOOH
5775,H13CO2C3
5776,IPEAO
5777,C731CO2H
5778,C1211PAN
5779,C5CO2DBCO3
5780,BCBCO
5781,NC4OHCO3H
5782,C58O
5783,HO2CO5C7
5784,HO2CO5C6
5785,BOXMPAN
5786,ETOHCO2M
5787,HO1CO3C4O2
5788,IPBZMUCNO3
5789,C824O
5790,C1210CO3
5791,C1210CO2
5792,INDHPAN
5793,PE1ENEANO3
5794,NPEBQO2
5795,C6CO23HO5
5796,HM2C43CO2H
5797,MC3ODBCO2H
5798,MALDIALPAN
5800,C6DICARBO2
5801,CL2OHCO3
5802,C3DBCO3
5803,C72OOH
5804,C530O2
5805,CO23C3CHO
5806,ETBECPAN
5807,PRNOCOPOOH
5808,NTLFUOOH
5809,C62NO33OOH
5810,C85O
5811,ENNCATCOOH
5812,PXYBPEROOH
5813,HO2M2C4NO3
5814,SBUACETAO2
5815,C8CO2OHCO3
5816,TM124BCO3H
5817,CO24M3CHO
5818,CYHXONAO
5819,CCL3O2
5820,TBOCOCHO
5821,C104OH
5822,C104O2
5823,MEBFUO
5824,MIBKANO3
5825,CCL3OH
5826,IPROACETO2
5827,CO2M33CO3
5828,C132O
5829,M3FOO
5830,C1013NO3
5831,NC730OOH
5832,CO
5833,CO2
